4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-c-Kopplung-Schwebung- Kupfer
Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
22,640	43,39	0,21	-0,11	22,640	49,59	0,01	-0,98	22,640	50,63	-0,34	0,08
22,660	43,80	0,21	-0,10	22,660	49,57	-0,01	-0,76	22,660	50,03	-0,32	0,56
22,680	44,21	0,20	-0,22	22,680	49,54	-0,02	-0,65	22,680	49,35	-0,31	0,26
22,700	44,61	0,20	-0,11	22,700	49,47	-0,04	-0,64	22,700	48,77	-0,31	-0,41
22,720	45,00	0,20	-0,09	22,720	49,39	-0,05	-0,75	22,720	48,12	-0,33	-0,77
22,740	45,40	0,19	-0,32	22,740	49,27	-0,07	-0,76	22,740	47,45	-0,34	-0,55
22,760	45,78	0,19	-0,32	22,760	49,12	-0,08	-0,65	22,760	46,76	-0,35	-0,45
22,780	46,14	0,18	-0,31	22,780	48,95	-0,09	-0,65	22,780	46,04	-0,36	-0,22
22,800	46,50	0,17	-0,44	22,800	48,74	-0,11	-0,64	22,800	45,34	-0,36	-0,22
22,820	46,83	0,16	-0,21	22,820	48,52	-0,12	-0,76	22,820	44,59	-0,37	-0,10
22,840	47,16	0,16	-0,19	22,840	48,27	-0,14	-0,66	22,840	43,87	-0,37	-0,22
22,860	47,49	0,16	-0,54	22,860	47,97	-0,15	-0,42	22,860	43,13	-0,37	-0,24
22,880	47,78	0,14	-0,44	22,880	47,68	-0,15	-0,54	22,880	42,37	-0,37	0,11
22,900	48,05	0,14	-0,31	22,900	47,36	-0,17	-0,54	22,900	41,63	-0,37	0,11
22,920	48,33	0,13	-0,54	22,920	47,02	-0,18	-0,54	22,920	40,89	-0,37	-0,01
22,940	48,57	0,12	-0,55	22,940	46,66	-0,19	-0,55	22,940	40,15	-0,37	0,10
22,960	48,80	0,11	-0,31	22,960	46,26	-0,20	-0,32	22,960	39,41	-0,37	0,22
22,980	49,01	0,10	-0,41	22,980	45,87	-0,20	-0,32	22,980	38,69	-0,36	0,21
23,000	49,22	0,09	-0,66	23,000	45,45	-0,21	-0,44	23,000	37,96	-0,36	0,32
23,020	49,37	0,08	-0,43	23,020	45,02	-0,22	-0,33	23,020	37,26	-0,35	0,43
23,040	49,53	0,07	-0,41	23,040	44,58	-0,22	-0,22	23,040	36,57	-0,34	0,43
23,060	49,67	0,06	-0,65	23,060	44,13	-0,23	-0,22	23,060	35,90	-0,33	0,54
23,080	49,77	0,05	-0,54	23,080	43,67	-0,23	-0,22	23,080	35,24	-0,32	0,54
23,100	49,86	0,04	-0,53	23,100	43,20	-0,24	-0,11	23,100	34,62	-0,31	0,42
23,120	49,93	0,03	-0,65	23,120	42,72	-0,24	0,01	23,120	34,00	-0,30	0,64
23,140	49,96	0,01	-0,54	23,140	42,26	-0,24	-0,11	23,140	33,41	-0,28	0,87
23,160	49,98	0,01	-0,54	23,160	41,77	-0,24	-0,01	23,160	32,86	-0,27	0,76
23,180	49,99	-0,01	-0,54	23,180	41,29	-0,24	0,12	23,180	32,34	-0,25	0,53
23,200	49,95	-0,02	-0,53	23,200	40,83	-0,24	-0,12	23,200	31,84	-0,25	0,63
23,220	49,92	-0,03	-0,66	23,220	40,35	-0,24	0,09	23,220	31,36	-0,23	0,97
23,240	49,83	-0,04	-0,43	23,240	39,86	-0,23	0,34	23,240	30,93	-0,21	0,97
23,260	49,75	-0,05	-0,41	23,260	39,41	-0,23	0,10	23,260	30,53	-0,19	0,86
23,280	49,65	-0,06	-0,65	23,280	38,95	-0,23	0,20	23,280	30,17	-0,17	0,86
23,300	49,51	-0,07	-0,55	23,300	38,50	-0,22	0,43	23,300	29,84	-0,16	0,86
23,320	49,36	-0,08	-0,42	23,320	38,07	-0,21	0,43	23,320	29,54	-0,14	0,98
23,340	49,19	-0,09	-0,54	23,340	37,66	-0,20	0,44	23,340	29,28	-0,12	0,74
23,360	49,00	-0,10	-0,55	23,360	37,26	-0,19	0,32	23,360	29,08	-0,11	1,05
23,380	48,78	-0,11	-0,43	23,380	36,88	-0,19	0,31	23,380	28,85	-0,07	1,64
23,400	48,56	-0,12	-0,43	23,400	36,50	-0,18	0,54	23,400	28,78	-0,04	0,87
23,420	48,30	-0,13	-0,43	23,420	36,15	-0,17	0,54	23,420	28,67	-0,04	0,52
23,440	48,04	-0,14	-0,44	23,440	35,83	-0,16	0,53	23,440	28,62	-0,02	1,06
23,460	47,75	-0,15	-0,32	23,460	35,52	-0,15	0,65	23,460	28,58	0,00	1,42
23,480	47,46	-0,15	-0,42	23,480	35,24	-0,13	0,65	23,480	28,63	0,03	0,87
23,500	47,15	-0,16	-0,56	23,500	34,98	-0,12	0,65	23,500	28,72	0,04	0,62
23,520	46,81	-0,17	-0,22	23,520	34,75	-0,11	0,65	23,520	28,79	0,06	1,18
23,540	46,46	-0,17	-0,20	23,540	34,55	-0,10	0,65	23,540	28,96	0,09	1,19
23,560	46,12	-0,18	-0,44	23,560	34,37	-0,08	0,65	23,560	29,13	0,11	1,09
23,580	45,74	-0,19	-0,22	23,580	34,22	-0,07	0,65	23,580	29,38	0,13	0,75
23,600	45,36	-0,19	-0,10	23,600	34,10	-0,06	0,64	23,600	29,64	0,14	0,74
23,620	44,99	-0,19	-0,22	23,620	33,99	-0,04	0,75	23,620	29,93	0,16	0,98
23,640	44,59	-0,20	-0,22	23,640	33,92	-0,03	0,87	23,640	30,27	0,18	0,77
23,660	44,20	-0,20	-0,22	23,660	33,88	-0,01	0,76	23,660	30,63	0,19	0,41
23,680	43,78	-0,21	-0,22	23,680	33,88	0,00	0,64	23,680	31,03	0,19	0,83
23,700	43,37	-0,21	-0,11	23,700	33,90	0,02	0,64	23,700	31,40	0,22	1,43
23,720	42,94	-0,21	0,01	23,720	33,95	0,03	0,75	23,720	31,92	0,25	0,55
23,740	42,53	-0,21	-0,11	23,740	34,02	0,05	0,86	23,740	32,40	0,24	0,30
23,760	42,10	-0,22	-0,12	23,760	34,14	0,06	0,76	23,760	32,89	0,26	0,76
23,780	41,67	-0,22	0,10	23,780	34,27	0,08	0,65	23,780	33,44	0,27	0,54
23,800	41,24	-0,21	0,23	23,800	34,44	0,09	0,53	23,800	33,99	0,28	0,54
23,820	40,82	-0,21	0,01	23,820	34,63	0,10	0,64	23,820	34,58	0,30	0,55
23,840	40,41	-0,21	-0,12	23,840	34,83	0,12	0,76	23,840	35,18	0,30	0,33
23,860	39,98	-0,21	0,11	23,860	35,09	0,13	0,54	23,860	35,80	0,31	0,21
23,880	39,57	-0,21	0,11	23,880	35,35	0,14	0,54	23,880	36,41	0,31	0,32
23,900	39,15	-0,21	0,10	23,900	35,64	0,15	0,54	23,900	37,05	0,32	0,44
23,920	38,74	-0,20	0,32	23,920	35,95	0,16	0,53	23,920	37,70	0,33	0,22
23,940	38,34	-0,19	0,33	23,940	36,27	0,17	0,66	23,940	38,37	0,33	0,10
23,960	37,96	-0,19	0,10	23,960	36,63	0,18	0,44	23,960	39,02	0,33	0,23
23,980	37,59	-0,19	0,20	23,980	37,01	0,19	0,20	23,980	39,71	0,34	0,01
24,000	37,21	-0,18	0,44	24,000	37,39	0,19	0,42	24,000	40,38	0,34	-0,11
24,020	36,86	-0,17	0,33	24,020	37,78	0,21	0,55	24,020	41,05	0,34	0,01
24,040	36,52	-0,17	0,21	24,040	38,21	0,21	0,22	24,040	41,72	0,34	-0,10
24,060	36,19	-0,16	0,32	24,060	38,64	0,21	0,10	24,060	42,39	0,33	-0,21
24,080	35,86	-0,16	0,43	24,080	39,07	0,22	0,32	24,080	43,05	0,33	-0,21
24,100	35,57	-0,15	0,43	24,100	39,52	0,23	0,34	24,100	43,70	0,32	-0,21
24,120	35,27	-0,14	0,54	24,120	39,98	0,23	0,01	24,120	44,33	0,32	-0,21
24,140	35,01	-0,12	0,44	24,140	40,45	0,23	-0,12	24,140	44,97	0,31	-0,31
24,160	34,77	-0,12	0,32	24,160	40,89	0,23	0,11	24,160	45,59	0,31	-0,54
24,180	34,53	-0,11	0,43	24,180	41,36	0,23	0,11	24,180	46,20	0,29	-0,55
24,200	34,32	-0,10	0,43	24,200	41,82	0,23	0,01	24,200	46,76	0,28	-0,31
24,220	34,12	-0,10	0,54	24,220	42,28	0,23	-0,10	24,220	47,33	0,28	-0,41
24,240	33,94	-0,08	0,54	24,240	42,75	0,23	-0,22	24,240	47,88	0,27	-0,64
24,260	33,79	-0,07	0,53	24,260	43,20	0,22	-0,11	24,260	48,40	0,25	-0,65
24,280	33,65	-0,06	0,65	24,280	43,64	0,22	-0,09	24,280	48,90	0,24	-0,53
24,300	33,54	-0,05	0,55	24,300	44,09	0,22	-0,32	24,300	49,37	0,23	-0,63
24,320	33,46	-0,04	0,22	24,320	44,52	0,21	-0,44	24,320	49,83	0,22	-0,87
24,340	33,39	-0,04	0,19	24,340	44,93	0,20	-0,33	24,340	50,23	0,20	-0,74
24,360	33,30	-0,03	0,75	24,360	45,33	0,20	-0,20	24,360	50,63	0,19	0,55
24,380	33,26	-0,01	0,87	24,380	45,73	0,19	-0,42	24,380	50,98	0,22	2,13
24,400	33,26	0,00	0,75	24,400	46,11	0,18	-0,55	24,400	51,51	0,27	-0,42
24,420	33,28	0,02	0,77	24,420	46,45	0,17	-0,31	24,420	52,06	0,20	-3,74
24,440	33,35	0,03	0,44	24,440	46,80	0,17	-0,41	24,440	52,32	0,12	-2,58
24,460	33,42	0,04	0,31	24,460	47,13	0,16	-0,64	24,460	52,55	0,10	-0,98
24,480	33,50	0,05	0,54	24,480	47,42	0,14	-0,64	24,480	52,72	0,08	-0,75
24,500	33,60	0,06	0,55	24,500	47,70	0,13	-0,65	24,500	52,88	0,07	-0,74
24,520	33,74	0,07	0,32	24,520	47,94	0,12	-0,54	24,520	53,00	0,05	-0,87
24,540	33,88	0,07	0,42	24,540	48,16	0,11	-0,52	24,540	53,09	0,04	-0,75
24,560	34,03	0,09	0,65	24,560	48,37	0,10	-0,76	24,560	53,15	0,02	-0,74
24,580	34,22	0,10	0,54	24,580	48,55	0,08	-0,65	24,580	53,18	0,01	-0,97
24,600	34,42	0,11	0,43	24,600	48,68	0,07	-0,52	24,600	53,17	-0,02	-0,99
24,620	34,65	0,12	0,43	24,620	48,82	0,06	-0,75	24,620	53,12	-0,03	-0,65
24,640	34,89	0,12	0,43	24,640	48,91	0,04	-0,75	24,640	53,03	-0,04	-0,62
24,660	35,14	0,13	0,43	24,660	48,98	0,03	-0,75	24,660	52,95	-0,06	-0,97
24,680	35,42	0,14	0,43	24,680	49,02	0,01	-0,76	24,680	52,80	-0,08	-0,87
24,700	35,71	0,15	0,44	24,700	49,02	0,00	-0,65	24,700	52,63	-0,09	-2,27
24,720	36,02	0,16	0,33	24,720	49,01	-0,02	-0,65	24,720	52,43	-0,17	-2,38
24,740	36,34	0,16	0,21	24,740	48,96	-0,03	-0,64	24,740	51,95	-0,19	0,96
24,760	36,67	0,17	0,32	24,760	48,89	-0,04	-0,75	24,760	51,67	-0,13	-0,30
24,780	37,01	0,18	0,44	24,780	48,79	-0,06	-0,76	24,780	51,42	-0,20	-2,35
24,800	37,37	0,18	0,33	24,800	48,65	-0,07	-0,65	24,800	50,87	-0,23	0,51
24,820	37,75	0,19	0,11	24,820	48,50	-0,09	-0,65	24,820	50,51	-0,18	0,96
24,840	38,13	0,19	0,10	24,840	48,31	-0,10	-0,54	24,840	50,15	-0,19	-0,53
24,860	38,51	0,19	0,33	24,860	48,11	-0,11	-0,53	24,860	49,76	-0,20	-0,65
24,880	38,90	0,20	0,23	24,880	47,89	-0,12	-0,65	24,880	49,34	-0,21	-0,55
24,900	39,31	0,20	-0,01	24,900	47,63	-0,13	-0,65	24,900	48,90	-0,22	-0,43
24,920	39,71	0,20	0,21	24,920	47,36	-0,15	-0,55	24,920	48,45	-0,23	-0,44
24,940	40,12	0,21	0,23	24,940	47,05	-0,15	-0,42	24,940	47,97	-0,24	-0,32
24,960	40,55	0,21	-0,11	24,960	46,74	-0,16	-0,55	24,960	47,49	-0,24	-0,32
24,980	40,96	0,21	-0,01	24,980	46,40	-0,18	-0,44	24,980	46,99	-0,25	-0,34
25,000	41,37	0,21	0,12	25,000	46,03	-0,18	-0,32	25,000	46,47	-0,26	-0,11
25,020	41,81	0,21	-0,11	25,020	45,68	-0,19	-0,44	25,020	45,96	-0,26	-0,10
25,040	42,22	0,21	-0,11	25,040	45,28	-0,20	-0,33	25,040	45,44	-0,26	-0,22
25,060	42,63	0,21	0,01	25,060	44,88	-0,20	-0,22	25,060	44,91	-0,27	-0,22
25,080	43,04	0,21	-0,11	25,080	44,47	-0,21	-0,21	25,080	44,38	-0,27	-0,11
25,100	43,46	0,20	-0,11	25,100	44,06	-0,21	-0,33	25,100	43,83	-0,27	-7,06E-13
25,120	43,85	0,20	-0,10	25,120	43,63	-0,22	-0,23	25,120	43,29	-0,27	-0,01
25,140	44,27	0,20	-0,22	25,140	43,18	-0,22	0,01	25,140	42,74	-0,27	0,11
25,160	44,64	0,19	-0,10	25,160	42,75	-0,22	-0,11	25,160	42,21	-0,27	0,11
25,180	45,04	0,19	-0,20	25,180	42,31	-0,22	-0,11	25,180	41,67	-0,27	0,10
25,200	45,42	0,19	-0,44	25,200	41,86	-0,22	5,32E-13	25,200	41,14	-0,26	0,22
25,220	45,78	0,18	-0,33	25,220	41,41	-0,22	-0,01	25,220	40,62	-0,26	0,22
25,240	46,12	0,17	-0,21	25,240	40,96	-0,22	0,10	25,240	40,11	-0,25	0,22
25,260	46,47	0,17	-0,32	25,260	40,51	-0,22	0,22	25,260	39,61	-0,25	0,21
25,280	46,80	0,16	-0,32	25,280	40,08	-0,22	0,11	25,280	39,11	-0,25	0,32
25,300	47,11	0,16	-0,31	25,300	39,65	-0,22	-0,01	25,300	38,62	-0,24	0,43
25,320	47,42	0,15	-0,43	25,320	39,22	-0,22	0,20	25,320	38,16	-0,23	0,43
25,340	47,69	0,14	-0,43	25,340	38,79	-0,21	0,44	25,340	37,71	-0,22	0,43
25,360	47,97	0,13	-0,44	25,360	38,40	-0,20	0,32	25,360	37,28	-0,21	0,43
25,380	48,21	0,12	-0,31	25,380	38,00	-0,19	0,31	25,380	36,86	-0,20	0,43
25,400	48,45	0,12	-0,41	25,400	37,62	-0,19	0,54	25,400	36,47	-0,19	0,43
25,420	48,68	0,10	-0,66	25,420	37,26	-0,17	0,55	25,420	36,09	-0,19	0,53
25,440	48,87	0,09	-0,44	25,440	36,93	-0,16	0,32	25,440	35,72	-0,17	0,65
25,460	49,04	0,09	-0,30	25,460	36,60	-0,16	0,42	25,460	35,40	-0,16	0,54
25,480	49,22	0,08	-0,64	25,480	36,29	-0,15	0,54	25,480	35,09	-0,15	0,53
25,500	49,36	0,06	-0,67	25,500	36,01	-0,14	0,53	25,500	34,79	-0,14	0,66
25,520	49,46	0,05	-0,31	25,520	35,74	-0,13	0,65	25,520	34,53	-0,12	0,42
25,540	49,56	0,05	-0,41	25,540	35,51	-0,11	0,54	25,540	34,29	-0,12	0,63
25,560	49,65	0,04	-0,65	25,560	35,29	-0,10	0,53	25,560	34,05	-0,10	0,99
25,580	49,71	0,02	-0,54	25,580	35,10	-0,09	0,75	25,580	33,89	-0,08	0,54
25,600	49,74	0,01	-0,53	25,600	34,92	-0,07	0,76	25,600	33,72	-0,08	0,53
25,620	49,76	9,33E-4	-0,65	25,620	34,80	-0,06	0,53	25,620	33,58	-0,06	0,77
25,640	49,74	-0,01	-0,55	25,640	34,68	-0,05	0,64	25,640	33,48	-0,05	0,32
25,660	49,71	-0,02	-0,42	25,660	34,59	-0,04	0,76	25,660	33,39	-0,05	0,40
25,680	49,66	-0,03	-0,53	25,680	34,54	-0,02	0,65	25,680	33,28	-0,03	1,09
25,700	49,60	-0,04	-0,66	25,700	34,50	-0,01	0,65	25,700	33,26	0,00	0,77
25,720	49,49	-0,06	-0,44	25,720	34,50	0,00	0,64	25,720	33,26	-4,16E-4	0,30
25,740	49,37	-0,06	-0,31	25,740	34,52	0,02	0,75	25,740	33,26	0,01	0,85
25,760	49,25	-0,07	-0,53	25,760	34,57	0,03	0,76	25,760	33,29	0,03	0,99
25,780	49,10	-0,08	-0,65	25,780	34,65	0,05	0,64	25,780	33,40	0,05	0,43
25,800	48,93	-0,09	-0,55	25,800	34,75	0,06	0,65	25,800	33,48	0,05	0,42
25,820	48,73	-0,10	-0,32	25,820	34,89	0,07	0,53	25,820	33,60	0,06	0,54
25,840	48,52	-0,11	-0,42	25,840	35,04	0,08	0,64	25,840	33,74	0,07	0,42
25,860	48,30	-0,12	-0,55	25,860	35,21	0,10	0,76	25,860	33,89	0,08	0,54
25,880	48,04	-0,13	-0,32	25,880	35,44	0,11	0,54	25,880	34,06	0,09	0,54
25,900	47,78	-0,13	-0,42	25,900	35,66	0,12	0,54	25,900	34,27	0,10	0,43
25,920	47,51	-0,15	-0,56	25,920	35,92	0,13	0,54	25,920	34,47	0,11	0,43
25,940	47,20	-0,15	-0,22	25,940	36,19	0,14	0,43	25,940	34,71	0,12	0,43
25,960	46,89	-0,15	-0,09	25,960	36,48	0,15	0,42	25,960	34,95	0,13	0,43
25,980	46,58	-0,16	-0,32	25,980	36,79	0,16	0,54	25,980	35,23	0,14	0,44
26,000	46,26	-0,17	-0,44	26,000	37,12	0,17	0,55	26,000	35,50	0,15	0,33
26,020	45,91	-0,18	-0,33	26,020	37,48	0,18	0,32	26,020	35,81	0,15	0,21
26,040	45,55	-0,18	-0,21	26,040	37,84	0,18	0,32	26,040	36,10	0,15	0,32
26,060	45,19	-0,18	-0,32	26,060	38,21	0,19	0,33	26,060	36,43	0,16	0,33
26,080	44,81	-0,19	-0,34	26,080	38,61	0,20	0,21	26,080	36,76	0,17	0,22
26,100	44,42	-0,20	-0,11	26,100	39,00	0,20	0,32	26,100	37,10	0,17	0,11
26,120	44,02	-0,20	0,01	26,120	39,41	0,21	0,33	26,120	37,44	0,17	0,10
26,140	43,63	-0,20	-0,11	26,140	39,84	0,21	0,12	26,140	37,79	0,18	0,21
26,160	43,23	-0,20	-0,11	26,160	40,27	0,22	-0,11	26,160	38,15	0,18	0,22
26,180	42,82	-0,20	0,01	26,180	40,71	0,21	-0,01	26,180	38,51	0,18	0,12
26,200	42,42	-0,20	-0,11	26,200	41,12	0,21	0,23	26,200	38,89	0,19	-0,11
26,220	42,01	-0,21	-0,12	26,220	41,56	0,22	0,01	26,220	39,25	0,18	-0,01
26,240	41,60	-0,21	0,10	26,240	41,99	0,21	-0,11	26,240	39,61	0,18	0,12
26,260	41,18	-0,20	0,23	26,260	42,42	0,22	-0,11	26,260	39,99	0,19	-0,10
26,280	40,79	-0,20	0,01	26,280	42,85	0,21	-0,11	26,280	40,35	0,18	-0,21
26,300	40,39	-0,20	-0,12	26,300	43,27	0,21	-0,09	26,300	40,71	0,18	-0,22
26,320	39,98	-0,20	0,11	26,320	43,70	0,21	-0,33	26,320	41,05	0,17	-0,11
26,340	39,58	-0,20	0,11	26,340	44,09	0,20	-0,21	26,340	41,40	0,17	0,01
26,360	39,19	-0,20	0,10	26,360	44,49	0,20	-0,20	26,360	41,74	0,17	-0,09
26,380	38,79	-0,19	0,21	26,380	44,89	0,19	-0,44	26,380	42,09	0,17	-0,32
26,400	38,41	-0,19	0,32	26,400	45,25	0,18	-0,32	26,400	42,41	0,16	-0,34
26,420	38,03	-0,18	0,33	26,420	45,61	0,18	-0,31	26,420	42,72	0,15	-0,10
26,440	37,69	-0,18	0,21	26,440	45,95	0,17	-0,42	26,440	43,03	0,16	-0,20
26,460	37,32	-0,17	0,32	26,460	46,28	0,16	-0,54	26,460	43,34	0,15	-0,44
26,480	37,00	-0,16	0,33	26,480	46,59	0,15	-0,54	26,480	43,62	0,14	-0,22
26,500	36,67	-0,16	0,21	26,500	46,87	0,14	-0,42	26,500	43,89	0,14	-0,09
26,520	36,36	-0,16	0,32	26,520	47,15	0,13	-0,53	26,520	44,17	0,13	-0,42
26,540	36,05	-0,15	0,44	26,540	47,39	0,12	-0,64	26,540	44,43	0,12	-0,55
26,560	35,77	-0,14	0,32	26,560	47,61	0,10	-0,65	26,560	44,65	0,11	-0,32
26,580	35,50	-0,13	0,31	26,580	47,80	0,09	-0,54	26,580	44,88	0,11	-0,32
26,600	35,24	-0,13	0,54	26,600	47,98	0,08	-0,53	26,600	45,09	0,10	-0,32
26,620	35,00	-0,11	0,54	26,620	48,13	0,07	-0,64	26,620	45,28	0,10	-0,32
26,640	34,79	-0,10	0,43	26,640	48,26	0,06	-0,64	26,640	45,47	0,09	-0,44
26,660	34,58	-0,10	0,43	26,660	48,36	0,04	-0,64	26,660	45,62	0,08	-0,32
26,680	34,41	-0,09	0,43	26,680	48,43	0,03	-0,64	26,680	45,78	0,07	-0,32
26,700	34,23	-0,08	0,43	26,700	48,49	0,02	-0,75	26,700	45,92	0,07	-0,43
26,720	34,10	-0,07	0,42	26,720	48,51	9,09E-4	-0,77	26,720	46,04	0,06	-0,44
26,740	33,96	-0,06	0,54	26,740	48,49	-0,01	-0,53	26,740	46,14	0,05	-0,32
26,760	33,85	-0,05	0,54	26,760	48,46	-0,02	-0,64	26,760	46,23	0,04	-0,32
26,780	33,77	-0,04	0,53	26,780	48,41	-0,04	-0,76	26,780	46,32	0,03	-0,43
26,800	33,70	-0,03	0,66	26,800	48,30	-0,05	-0,65	26,800	46,37	0,03	-0,43
26,820	33,66	-0,01	0,43	26,820	48,21	-0,06	-0,65	26,820	46,42	0,02	-0,44
26,840	33,64	-0,01	0,42	26,840	48,05	-0,08	-0,54	26,840	46,44	0,01	-0,21
26,860	33,62	0,00	0,66	26,860	47,90	-0,09	-0,53	26,860	46,46	0,01	-0,20
26,880	33,66	0,02	0,43	26,880	47,71	-0,10	-0,65	26,880	46,48	5,81E-4	-0,44
26,900	33,69	0,02	0,42	26,900	47,51	-0,11	-0,65	26,900	46,46	-0,01	-0,32
26,920	33,74	0,03	0,66	26,920	47,27	-0,12	-0,55	26,920	46,44	-0,01	-0,32
26,940	33,83	0,05	0,44	26,940	47,01	-0,13	-0,42	26,940	46,41	-0,02	-0,34
26,960	33,93	0,05	0,31	26,960	46,74	-0,14	-0,54	26,960	46,36	-0,03	-0,09
26,980	34,03	0,06	0,64	26,980	46,44	-0,15	-0,55	26,980	46,31	-0,02	-0,31
27,000	34,17	0,08	0,66	27,000	46,12	-0,16	-0,32	27,000	46,26	-0,04	-0,57
27,020	34,34	0,09	0,32	27,020	45,79	-0,17	-0,32	27,020	46,15	-0,05	-0,11
27,040	34,51	0,09	0,42	27,040	45,45	-0,18	-0,43	27,040	46,07	-0,04	0,02
27,060	34,70	0,10	0,55	27,060	45,09	-0,18	-0,44	27,060	45,98	-0,05	-0,32
27,080	34,92	0,11	0,32	27,080	44,71	-0,19	-0,34	27,080	45,88	-0,06	-0,22
27,100	35,14	0,12	0,42	27,100	44,32	-0,20	-0,11	27,100	45,76	-0,06	-1,94
27,120	35,38	0,13	0,55	27,120	43,92	-0,20	-0,09	27,120	45,66	-0,13	-0,33
27,140	35,66	0,14	0,33	27,140	43,52	-0,20	-0,33	27,140	45,23	-0,07	3,44
27,160	35,93	0,14	0,21	27,160	43,11	-0,21	-0,23	27,160	45,38	0,00	0,01
27,180	36,23	0,15	0,32	27,180	42,68	-0,21	0,00	27,180	45,25	-0,07	-1,94
27,200	36,52	0,15	0,44	27,200	42,27	-0,21	-3,47E-14	27,200	45,11	-0,07	-0,11
27,220	36,84	0,16	0,33	27,220	41,84	-0,21	0,01	27,220	44,95	-0,07	0,01
27,240	37,17	0,17	0,21	27,240	41,43	-0,21	-0,11	27,240	44,82	-0,07	-0,11
27,260	37,51	0,17	0,32	27,260	41,00	-0,22	-0,01	27,260	44,66	-0,08	-0,11
27,280	37,85	0,18	0,33	27,280	40,56	-0,21	0,22	27,280	44,51	-0,08	2,76E-13
27,300	38,23	0,18	0,10	27,300	40,15	-0,21	0,22	27,300	44,35	-0,08	0,01
27,320	38,59	0,18	0,21	27,320	39,74	-0,20	0,22	27,320	44,20	-0,08	-0,11
27,340	38,97	0,19	0,23	27,340	39,34	-0,20	0,10	27,340	44,04	-0,08	-0,12
27,360	39,37	0,19	-0,01	27,360	38,95	-0,20	0,20	27,360	43,87	-0,08	0,10
27,380	39,74	0,19	0,10	27,380	38,55	-0,19	0,44	27,380	43,72	-0,08	0,23
27,400	40,14	0,20	0,22	27,400	38,19	-0,18	0,32	27,400	43,56	-0,07	0,01
27,420	40,53	0,20	0,12	27,420	37,82	-0,18	0,32	27,420	43,42	-0,08	-0,12
27,440	40,95	0,20	-0,11	27,440	37,48	-0,17	0,43	27,440	43,25	-0,08	0,11
27,460	41,34	0,20	-0,12	27,460	37,15	-0,16	0,43	27,460	43,11	-0,07	0,11
27,480	41,74	0,20	0,11	27,480	36,84	-0,15	0,43	27,480	42,96	-0,07	0,11
27,500	42,13	0,20	0,13	27,500	36,55	-0,14	0,42	27,500	42,82	-0,07	0,11
27,520	42,55	0,20	-0,21	27,520	36,27	-0,13	0,53	27,520	42,68	-0,07	6,94E-14
27,540	42,94	0,19	-0,23	27,540	36,01	-0,12	0,65	27,540	42,54	-0,07	-0,01
27,560	43,32	0,19	0,01	27,560	35,79	-0,11	0,54	27,560	42,41	-0,07	0,22
27,580	43,72	0,19	-0,10	27,580	35,58	-0,10	0,53	27,580	42,27	-0,06	0,23
27,600	44,09	0,19	-0,21	27,600	35,39	-0,09	0,76	27,600	42,17	-0,06	0,01
27,620	44,47	0,19	-0,21	27,620	35,23	-0,07	0,66	27,620	42,03	-0,06	-0,23
27,640	44,83	0,18	-0,21	27,640	35,11	-0,06	0,42	27,640	41,93	-0,07	0,07
27,660	45,20	0,18	-0,21	27,660	34,99	-0,05	0,64	27,660	41,75	-0,06	0,82
27,680	45,54	0,17	-0,21	27,680	34,90	-0,04	0,76	27,680	41,70	-0,04	-0,33
27,700	45,89	0,17	-0,32	27,700	34,85	-0,02	0,64	27,700	41,60	-0,07	-0,29
27,720	46,21	0,16	-0,33	27,720	34,81	-0,01	0,76	27,720	41,42	-0,05	1,14
27,740	46,52	0,16	-0,21	27,740	34,81	0,01	0,65	27,740	41,41	-0,02	0,03
27,760	46,83	0,15	-0,31	27,760	34,85	0,02	0,53	27,760	41,32	-0,05	-0,48
27,780	47,13	0,14	-0,43	27,780	34,88	0,03	0,76	27,780	41,22	-0,04	0,33
27,800	47,40	0,13	-0,43	27,800	34,96	0,05	0,65	27,800	41,15	-0,03	0,23
27,820	47,66	0,13	-0,43	27,820	35,06	0,06	0,53	27,820	41,08	-0,03	0,01
27,840	47,90	0,12	-0,43	27,840	35,18	0,07	0,64	27,840	41,01	-0,03	-0,11
27,860	48,13	0,11	-0,43	27,860	35,34	0,08	0,64	27,860	40,94	-0,04	-0,02
27,880	48,34	0,10	-0,44	27,880	35,51	0,09	0,65	27,880	40,85	-0,03	0,33
27,900	48,53	0,09	-0,31	27,900	35,71	0,11	0,54	27,900	40,80	-0,03	0,23
27,920	48,70	0,09	-0,41	27,920	35,94	0,12	0,53	27,920	40,75	-0,03	-0,11
