4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibrier-6.84V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibirier-8.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-9.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-11.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-14.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V	4-Kalibrier-18.00V
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 6,84V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 8V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 9V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 11V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m) 14V	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s) 18V	Beschleunigung (m/s²)
18,600	-0,041	2,592	-1,100	-9,7500E-4	0,062	-0,026	18,600	-2,923	1,696	18,378	-0,0698	0,040	0,439	18,600	-2,293	14,483	63,774	-0,0547	0,346	1,523	18,600	0,581	-6,079	10,839	0,0139	-0,145	0,259	18,600	0,008	0,487	-14,923	1,8750E-4	0,012	-0,356	18,600	0,033	-1,304	-3,770	7,8750E-4	-0,031	-0,090
18,650	0,088	2,513	-2,513	0,0021	0,060	-0,060	18,650	-2,816	2,592	17,436	-0,0672	0,062	0,416	18,650	-1,488	17,404	51,679	-0,0355	0,416	1,234	18,650	0,291	-5,341	18,378	0,0069	-0,128	0,439	18,650	0,013	-0,283	-14,608	3,0000E-4	-0,007	-0,349	18,650	-0,036	-1,382	0,628	-8,6250E-4	-0,033	0,015
18,700	0,210	2,340	-4,241	0,0050	0,056	-0,101	18,700	-2,664	3,440	16,022	-0,0636	0,082	0,382	18,700	-0,553	19,651	37,228	-0,0132	0,469	0,889	18,700	0,047	-4,241	24,662	0,0011	-0,101	0,589	18,700	-0,020	-0,974	-13,038	-4,8750E-4	-0,023	-0,311	18,700	-0,105	-1,241	5,498	-0,0025	-0,030	0,131
18,750	0,322	2,089	-5,812	0,0077	0,050	-0,139	18,750	-2,472	4,194	13,823	-0,0590	0,100	0,330	18,750	0,478	21,127	21,049	0,0114	0,504	0,502	18,750	-0,134	-2,875	29,374	-0,0032	-0,069	0,701	18,750	-0,085	-1,587	-10,996	-0,0020	-0,038	-0,262	18,750	-0,160	-0,833	9,582	-0,0038	-0,020	0,229
18,800	0,419	1,759	-7,069	0,0100	0,042	-0,169	18,800	-2,245	4,822	10,996	-0,0536	0,115	0,262	18,800	1,560	21,756	3,613	0,0372	0,519	0,086	18,800	-0,240	-1,304	31,887	-0,0057	-0,031	0,761	18,800	-0,179	-2,073	-7,540	-0,0043	-0,049	-0,180	18,800	-0,188	-0,283	10,996	-0,0045	-0,007	0,262
18,850	0,498	1,382	-8,011	0,0119	0,033	-0,191	18,850	-1,990	5,294	8,011	-0,0475	0,126	0,191	18,850	2,653	21,489	-14,451	0,0633	0,513	-0,345	18,850	-0,264	0,314	31,416	-0,0063	0,007	0,750	18,850	-0,292	-2,340	-2,985	-0,0070	-0,056	-0,071	18,850	-0,188	0,267	10,210	-0,0045	0,006	0,244
18,900	0,558	0,958	-9,268	0,0133	0,023	-0,221	18,900	-1,715	5,623	4,712	-0,0410	0,134	0,113	18,900	3,709	20,310	-32,044	0,0885	0,485	-0,765	18,900	-0,209	1,838	29,374	-0,0050	0,044	0,701	18,900	-0,413	-2,372	1,885	-0,0099	-0,057	0,045	18,900	-0,162	0,738	8,168	-0,0039	0,018	0,195
18,950	0,594	0,456	-9,582	0,0142	0,011	-0,229	18,950	-1,428	5,765	1,100	-0,0341	0,138	0,026	18,950	4,684	18,284	-48,381	0,1118	0,437	-1,155	18,950	-0,080	3,252	26,546	-0,0019	0,078	0,634	18,950	-0,529	-2,152	6,912	-0,0126	-0,051	0,165	18,950	-0,115	1,084	5,655	-0,0027	0,026	0,135
19,000	0,603	0,000	-8,482	0,0144	0,000	-0,203	19,000	-1,139	5,733	-2,670	-0,0272	0,137	-0,064	19,000	5,537	15,472	-62,832	0,1322	0,369	-1,500	19,000	0,116	4,492	22,148	0,0028	0,107	0,529	19,000	-0,628	-1,681	11,624	-0,0150	-0,040	0,278	19,000	-0,053	1,304	2,513	-0,0013	0,031	0,060
19,050	0,594	-0,393	-8,011	0,0142	-0,009	-0,191	19,050	-0,855	5,498	-6,597	-0,0204	0,131	-0,157	19,050	6,231	12,001	-74,770	0,1488	0,286	-1,785	19,050	0,369	5,466	16,336	0,0088	0,130	0,390	19,050	-0,697	-0,990	14,608	-0,0167	-0,024	0,349	19,050	0,016	1,335	-1,885	3,7500E-4	0,032	-0,045
19,100	0,564	-0,801	-8,011	0,0135	-0,019	-0,191	19,100	-0,589	5,074	-10,210	-0,0141	0,121	-0,244	19,100	6,737	7,995	-83,724	0,1608	0,191	-1,999	19,100	0,663	6,126	9,425	0,0158	0,146	0,225	19,100	-0,727	-0,220	14,923	-0,0174	-0,005	0,356	19,100	0,080	1,115	-6,597	0,0019	0,027	-0,157
19,150	0,514	-1,194	-7,540	0,0123	-0,028	-0,180	19,150	-0,347	4,477	-13,823	-0,0083	0,107	-0,330	19,150	7,031	3,629	-88,750	0,1679	0,087	-2,119	19,150	0,982	6,409	1,728	0,0234	0,153	0,041	19,150	-0,719	0,503	13,352	-0,0172	0,012	0,319	19,150	0,127	0,675	-9,896	0,0030	0,016	-0,236
19,200	0,445	-1,555	-7,069	0,0106	-0,037	-0,169	19,200	-0,141	3,691	-16,965	-0,0034	0,088	-0,405	19,200	7,100	-0,880	-89,221	0,1695	-0,021	-2,130	19,200	1,304	6,299	-6,126	0,0311	0,150	-0,146	19,200	-0,677	1,115	11,310	-0,0162	0,027	0,270	19,200	0,148	0,126	-10,996	0,0035	0,003	-0,263
19,250	0,358	-1,901	-6,912	0,0086	-0,045	-0,165	19,250	0,022	2,780	-19,164	5,2500E-4	0,066	-0,458	19,250	6,943	-5,294	-85,608	0,1658	-0,126	-2,044	19,250	1,612	5,796	-13,823	0,0385	0,138	-0,330	19,250	-0,608	1,634	9,425	-0,0145	0,039	0,225	19,250	0,140	-0,424	-10,524	0,0033	-0,010	-0,251
19,300	0,254	-2,246	-6,440	0,0061	-0,054	-0,154	19,300	0,137	1,775	-20,577	0,0033	0,042	-0,491	19,300	6,571	-9,440	-79,168	0,1569	-0,225	-1,890	19,300	1,883	4,917	-20,735	0,0450	0,117	-0,495	19,300	-0,514	2,058	6,754	-0,0123	0,049	0,161	19,300	0,105	-0,927	-8,482	0,0025	-0,022	-0,202
19,350	0,134	-2,545	-5,341	0,0032	-0,061	-0,127	19,350	0,199	0,723	-21,049	0,0048	0,017	-0,502	19,350	5,999	-13,210	-69,900	0,1432	-0,315	-1,669	19,350	2,103	3,723	-26,704	0,0502	0,089	-0,637	19,350	-0,402	2,309	2,827	-0,0096	0,055	0,067	19,350	0,047	-1,272	-4,555	0,0011	-0,030	-0,109
19,400	5,551E-16	-2,780	-4,084	9,5410E-18	-0,066	-0,098	19,400	0,209	-0,330	-20,263	0,0050	-0,008	-0,484	19,400	5,250	-16,431	-57,491	0,1253	-0,392	-1,373	19,400	2,256	2,246	-30,945	0,0538	0,054	-0,739	19,400	-0,283	2,340	-2,042	-0,0068	0,056	-0,049	19,400	-0,022	-1,382	2,220E-15	-5,2500E-4	-0,033	1,041E-16
19,450	-0,145	-2,953	-2,670	-0,0034	-0,071	-0,064	19,450	0,167	-1,304	-18,692	0,0040	-0,031	-0,446	19,450	4,356	-18,960	-42,726	0,1040	-0,453	-1,020	19,450	2,328	0,628	-32,044	0,0556	0,015	-0,765	19,450	-0,168	2,105	-7,069	-0,0040	0,050	-0,169	19,450	-0,091	-1,272	4,555	-0,0022	-0,030	0,109
19,500	-0,295	-3,047	-0,785	-0,0070	-0,073	-0,019	19,500	0,079	-2,199	-17,436	0,0019	-0,053	-0,416	19,500	3,354	-20,703	-26,546	0,0801	-0,494	-0,634	19,500	2,318	-0,958	-30,473	0,0553	-0,023	-0,728	19,500	-0,072	1,634	-11,310	-0,0017	0,039	-0,270	19,500	-0,149	-0,927	8,639	-0,0036	-0,022	0,206
19,550	-0,449	-3,032	1,571	-0,0107	-0,072	0,038	19,550	-0,053	-3,047	-16,336	-0,0013	-0,073	-0,390	19,550	2,286	-21,614	-9,896	0,0546	-0,516	-0,236	19,550	2,232	-2,419	-27,803	0,0533	-0,058	-0,664	19,550	-0,005	0,974	-14,294	-1,1250E-4	0,023	-0,341	19,550	-0,184	-0,408	10,839	-0,0044	-0,010	0,259
19,600	-0,598	-2,890	3,456	-0,0143	-0,069	0,082	19,600	-0,226	-3,833	-14,923	-0,0054	-0,091	-0,356	19,600	1,192	-21,693	7,226	0,0285	-0,518	0,172	19,600	2,077	-3,738	-24,504	0,0496	-0,089	-0,585	19,600	0,025	0,204	-15,394	6,0000E-4	0,005	-0,368	19,600	-0,190	0,157	10,681	-0,0045	0,004	0,255
19,650	-0,738	-2,686	5,027	-0,0176	-0,064	0,120	19,650	-0,437	-4,540	-12,723	-0,0104	-0,108	-0,304	19,650	0,116	-20,892	24,662	0,0028	-0,499	0,589	19,650	1,858	-4,869	-19,949	0,0444	-0,116	-0,476	19,650	0,016	-0,565	-14,451	3,7500E-4	-0,013	-0,345	19,650	-0,168	0,660	8,796	-0,0040	0,016	0,210
19,700	-0,867	-2,388	6,754	-0,0207	-0,057	0,161	19,700	-0,680	-5,105	-9,425	-0,0162	-0,122	-0,225	19,700	-0,897	-19,227	40,841	-0,0214	-0,459	0,975	19,700	1,590	-5,733	-13,666	0,0379	-0,137	-0,326	19,700	-0,031	-1,241	-12,409	-7,5000E-4	-0,030	-0,296	19,700	-0,124	1,037	6,126	-0,0030	0,025	0,146
19,750	-0,977	-2,011	7,854	-0,0233	-0,048	0,187	19,750	-0,947	-5,482	-6,126	-0,0226	-0,131	-0,146	19,750	-1,806	-16,808	55,606	-0,0431	-0,401	1,328	19,750	1,285	-6,236	-6,126	0,0307	-0,149	-0,146	19,750	-0,108	-1,806	-9,896	-0,0026	-0,043	-0,236	19,750	-0,064	1,272	2,985	-0,0015	0,030	0,071
19,800	-1,068	-1,602	8,796	-0,0255	-0,038	0,210	19,800	-1,228	-5,718	-2,985	-0,0293	-0,136	-0,071	19,800	-2,578	-13,666	68,644	-0,0615	-0,326	1,639	19,800	0,966	-6,346	1,571	0,0231	-0,151	0,038	19,800	-0,212	-2,231	-6,283	-0,0051	-0,053	-0,150	19,800	0,003	1,335	-1,100	7,5000E-5	0,032	-0,026
19,850	-1,137	-1,131	10,210	-0,0271	-0,027	0,244	19,850	-1,519	-5,781	0,628	-0,0363	-0,138	0,015	19,850	-3,173	-9,943	78,069	-0,0757	-0,237	1,864	19,850	0,650	-6,079	9,111	0,0155	-0,145	0,217	19,850	-0,331	-2,435	-1,414	-0,0079	-0,058	-0,034	19,850	0,069	1,162	-5,655	0,0017	0,028	-0,135
19,900	-1,181	-0,581	10,367	-0,0282	-0,014	0,247	19,900	-1,806	-5,655	4,555	-0,0431	-0,135	0,109	19,900	-3,572	-5,859	83,881	-0,0853	-0,140	2,002	19,900	0,358	-5,435	16,493	0,0085	-0,130	0,394	19,900	-0,456	-2,372	3,770	-0,0109	-0,057	0,090	19,900	0,119	0,770	-9,268	0,0029	0,018	-0,221
19,950	-1,195	-0,094	8,325	-0,0285	-0,002	0,199	19,950	-2,084	-5,325	8,482	-0,0498	-0,127	0,202	19,950	-3,759	-1,555	86,394	-0,0897	-0,037	2,063	19,950	0,107	-4,430	23,248	0,0025	-0,106	0,555	19,950	-0,569	-2,058	8,639	-0,0136	-0,049	0,206	19,950	0,146	0,236	-11,153	0,0035	0,006	-0,266
20,000	-1,191	0,251	6,283	-0,0284	0,006	0,150	20,000	-2,339	-4,807	12,095	-0,0558	-0,115	0,289	20,000	-3,728	2,780	85,294	-0,0890	0,066	2,036	20,000	-0,085	-3,110	28,431	-0,0020	-0,074	0,679	20,000	-0,661	-1,508	13,195	-0,0158	-0,036	0,315	20,000	0,143	-0,346	-10,839	0,0034	-0,008	-0,259
20,050	-1,170	0,534	5,184	-0,0279	0,013	0,124	20,050	-2,565	-4,115	15,708	-0,0612	-0,098	0,375	20,050	-3,481	6,974	81,210	-0,0831	0,166	1,939	20,050	-0,204	-1,587	31,102	-0,0049	-0,038	0,743	20,050	-0,719	-0,738	15,551	-0,0172	-0,018	0,371	20,050	0,112	-0,848	-8,639	0,0027	-0,020	-0,206
20,100	-1,137	0,770	4,869	-0,0271	0,018	0,116	20,100	-2,750	-3,236	18,535	-0,0657	-0,077	0,442	20,100	-3,030	10,901	74,770	-0,0723	0,260	1,785	20,100	-0,243	0,000	31,259	-0,0058	0,000	0,746	20,100	-0,735	0,047	14,608	-0,0176	0,001	0,349	20,100	0,058	-1,210	-5,341	0,0014	-0,029	-0,127
20,150	-1,093	1,021	5,498	-0,0261	0,024	0,131	20,150	-2,889	-2,262	20,577	-0,0690	-0,054	0,491	20,150	-2,391	14,451	65,345	-0,0571	0,345	1,560	20,150	-0,204	1,539	29,688	-0,0049	0,037	0,709	20,150	-0,715	0,723	12,723	-0,0171	0,017	0,304	20,150	-0,009	-1,382	-1,257	-2,2500E-4	-0,033	-0,030
20,200	-1,035	1,319	5,969	-0,0247	0,032	0,143	20,200	-2,977	-1,178	21,834	-0,0711	-0,028	0,521	20,200	-1,585	17,436	53,093	-0,0378	0,416	1,268	20,200	-0,090	2,969	26,704	-0,0021	0,071	0,638	20,200	-0,663	1,319	11,153	-0,0158	0,032	0,266	20,200	-0,080	-1,335	3,613	-0,0019	-0,032	0,086
20,250	-0,961	1,618	5,812	-0,0229	0,039	0,139	20,250	-3,007	-0,079	21,049	-0,0718	-0,002	0,503	20,250	-0,647	19,761	38,799	-0,0154	0,472	0,926	20,250	0,093	4,210	22,619	0,0022	0,101	0,540	20,250	-0,583	1,838	8,796	-0,0139	0,044	0,210	20,250	-0,143	-1,021	8,482	-0,0034	-0,024	0,203
20,300	-0,873	1,901	5,341	-0,0208	0,045	0,127	20,300	-2,985	0,927	19,478	-0,0712	0,022	0,465	20,300	0,391	21,316	22,305	0,0093	0,509	0,532	20,300	0,331	5,231	17,593	0,0079	0,125	0,420	20,300	-0,479	2,199	5,341	-0,0114	0,052	0,127	20,300	-0,182	-0,487	10,996	-0,0043	-0,012	0,263
20,350	-0,771	2,152	4,555	-0,0184	0,051	0,109	20,350	-2,914	1,869	18,378	-0,0696	0,045	0,439	20,350	1,484	21,991	4,712	0,0354	0,525	0,112	20,350	0,616	5,969	10,839	0,0147	0,142	0,259	20,350	-0,363	2,372	1,100	-0,0087	0,057	0,026	20,350	-0,192	0,079	10,524	-0,0046	0,002	0,251
20,400	-0,658	2,356		-0,0157	0,056		20,400	-2,798	2,765	17,122	-0,0668	0,066	0,409	20,400	2,590	21,787	-13,509	0,0618	0,520	-0,322	20,400	0,928	6,315	2,827	0,0222	0,151	0,068	20,400	-0,242	2,309	-3,927	-0,0058	0,055	-0,094	20,400	-0,174	0,565		-0,0042	0,013	
							20,450	-2,637	3,581	15,237	-0,0630	0,086	0,364	20,450	3,663	20,640	-31,730	0,0875	0,493	-0,757	20,450	1,247	6,252	-4,869	0,0298	0,149	-0,116	20,450	-0,132	1,979	-8,796	-0,0032	0,047	-0,210							
							20,500	-2,439	4,288	13,195	-0,0582	0,102	0,315	20,500	4,654	18,614	-48,381	0,1111	0,444	-1,155	20,500	1,554	5,828	-11,938	0,0371	0,139	-0,285	20,500	-0,044	1,429	-12,723	-0,0011	0,034	-0,304							
							20,550	-2,209	4,901	10,681	-0,0527	0,117	0,255	20,550	5,524	15,802	-62,989	0,1319	0,377	-1,504	20,550	1,830	5,058	-19,007	0,0437	0,121	-0,454	20,550	0,011	0,707	-14,923	2,6250E-4	0,017	-0,356							
							20,600	-1,949	5,356	7,383	-0,0465	0,128	0,176	20,600	6,234	12,315	-75,084	0,1488	0,294	-1,792	20,600	2,059	3,927	-25,761	0,0492	0,094	-0,615	20,600	0,027	-0,063	-14,923	6,3750E-4	-0,001	-0,356							
							20,650	-1,673	5,639	3,927	-0,0399	0,135	0,094	20,650	6,756	8,294	-84,038	0,1613	0,198	-2,006	20,650	2,223	2,482	-30,159	0,0531	0,059	-0,720	20,650	0,005	-0,785	-13,823	1,1250E-4	-0,019	-0,330							
							20,700	-1,385	5,749	0,314	-0,0331	0,137	0,008	20,700	7,064	3,911	-89,378	0,1686	0,093	-2,134	20,700	2,308	0,911	-31,416	0,0551	0,022	-0,750	20,700	-0,052	-1,445	-11,938	-0,0012	-0,035	-0,285							
							20,750	-1,098	5,671	-3,456	-0,0262	0,135	-0,082	20,750	7,147	-0,644	-90,321	0,1706	-0,015	-2,156	20,750	2,314	-0,660	-30,631	0,0552	-0,016	-0,731	20,750	-0,140	-1,979	-8,796	-0,0033	-0,047	-0,210							
							20,800	-0,818	5,404	-7,226	-0,0195	0,129	-0,173	20,800	6,999	-5,121	-86,708	0,1671	-0,122	-2,070	20,800	2,242	-2,152	-28,431	0,0535	-0,051	-0,679	20,800	-0,250	-2,325	-4,712	-0,0060	-0,055	-0,112							
							20,850	-0,558	4,948	-10,839	-0,0133	0,118	-0,259	20,850	6,635	-9,315	-80,111	0,1584	-0,222	-1,912	20,850	2,099	-3,503	-25,290	0,0501	-0,084	-0,604	20,850	-0,372	-2,450	0,314	-0,0089	-0,058	0,007							
							20,900	-0,324	4,320	-14,137	-0,0077	0,103	-0,337	20,900	6,068	-13,132	-70,843	0,1449	-0,313	-1,691	20,900	1,891	-4,681	-20,577	0,0451	-0,112	-0,491	20,900	-0,495	-2,293	5,655	-0,0118	-0,055	0,135							
							20,950	-0,126	3,534	-16,965	-0,0030	0,084	-0,405	20,950	5,322	-16,399	-58,591	0,1271	-0,392	-1,399	20,950	1,630	-5,561	-14,294	0,0389	-0,133	-0,341	20,950	-0,602	-1,885	10,367	-0,0144	-0,045	0,247							
							21,000	0,030	2,623		7,1250E-4	0,063		21,000	4,428	-18,991	-44,296	0,1057	-0,453	-1,057	21,000	1,335	-6,110	-7,540	0,0319	-0,146	-0,180	21,000	-0,683	-1,257	14,137	-0,0163	-0,030	0,338							
														21,050	3,423	-20,829	-28,117	0,0817	-0,497	-0,671	21,050	1,019	-6,315	2,167E-12	0,0243	-0,151	5,190E-14	21,050	-0,727	-0,471	15,551	-0,0174	-0,011	0,371							
														21,100	2,345	-21,803	-10,681	0,0560	-0,520	-0,255	21,100	0,704	-6,110	7,854	0,0168	-0,146	0,187	21,100	-0,730	0,298	14,137	-0,0174	0,007	0,337							
														21,150	1,243	-21,897	6,754	0,0297	-0,523	0,161	21,150	0,408	-5,529	15,237	0,0097	-0,132	0,364	21,150	-0,697	0,942	12,095	-0,0167	0,022	0,289							
														21,200	0,156	-21,127	24,033	0,0037	-0,504	0,574	21,200	0,151	-4,587	21,991	0,0036	-0,110	0,525	21,200	-0,636	1,508	10,524	-0,0152	0,036	0,251							
														21,250	-0,870	-19,494	40,527	-0,0208	-0,465	0,968	21,250	-0,050	-3,330	27,489	-0,0012	-0,080	0,656	21,250	-0,547	1,995	8,011	-0,0131	0,048	0,191							
														21,300	-1,794	-17,075	55,920	-0,0428	-0,408	1,335	21,300	-0,182	-1,838	30,788	-0,0044	-0,044	0,735	21,300	-0,437	2,309	3,927	-0,0104	0,055	0,094							
														21,350	-2,578	-13,902	69,429	-0,0615	-0,332	1,657	21,350	-0,234	-0,251	31,102	-0,0056	-0,006	0,742	21,350	-0,316	2,388	-0,942	-0,0075	0,057	-0,022							
														21,400	-3,184	-10,132	79,011	-0,0760	-0,242	1,886	21,400	-0,207	1,272	29,688	-0,0050	0,030	0,709	21,400	-0,198	2,215	-5,812	-0,0047	0,053	-0,139							
														21,450	-3,591	-6,000	84,509	-0,0857	-0,143	2,017	21,450	-0,107	2,717	27,332	-0,0026	0,065	0,653	21,450	-0,094	1,806	-10,210	-0,0023	0,043	-0,244							
														21,500	-3,784	-1,681	86,551	-0,0903	-0,040	2,066	21,500	0,064	4,006	23,405	0,0015	0,096	0,559	21,500	-0,017	1,194	-13,666	-4,1250E-4	0,029	-0,326							
														21,550	-3,759	2,655	85,294	-0,0897	0,063	2,036	21,550	0,294	5,058	18,378	0,0070	0,121	0,439	21,550	0,025	0,440	-15,394	6,0000E-4	0,010	-0,367							
														21,600	-3,519	6,849	81,524	-0,0840	0,163	1,946	21,600	0,570	5,843		0,0136	0,139		21,600	0,027	-0,346	-14,923	6,3750E-4	-0,008	-0,356							
														21,650	-3,074	10,807	75,084	-0,0734	0,258	1,793								21,650	-0,009	-1,052	-13,195	-2,2500E-4	-0,025	-0,315							
														21,700	-2,438	14,357	65,345	-0,0582	0,343	1,560								21,700	-0,079	-1,665	-10,839	-0,0019	-0,040	-0,259							
														21,750	-1,638	17,342	53,407	-0,0391	0,414	1,275								21,750	-0,176	-2,136	-7,383	-0,0042	-0,051	-0,176							
														21,800	-0,704	19,698	39,427	-0,0168	0,470	0,941								21,800	-0,292	-2,403	-2,985	-0,0070	-0,057	-0,071							
														21,850	0,331	21,284	22,934	0,0079	0,508	0,547								21,850	-0,416	-2,435	2,042	-0,0099	-0,058	0,049							
														21,900	1,425	21,991	5,184	0,0340	0,525	0,124								21,900	-0,536	-2,199	7,383	-0,0128	-0,052	0,176							
														21,950	2,531	21,803	-12,723	0,0604	0,521	-0,304								21,950	-0,636	-1,696	12,252	-0,0152	-0,041	0,292							
														22,000	3,605	20,719	-30,788	0,0861	0,495	-0,735								22,000	-0,705	-0,974	15,080	-0,0168	-0,023	0,360							
														22,050	4,602	18,724	-47,752	0,1099	0,447	-1,140								22,050	-0,734	-0,188	15,080	-0,0175	-0,004	0,360							
														22,100	5,477	15,944	-62,047	0,1308	0,381	-1,481								22,100	-0,724	0,534	13,509	-0,0173	0,013	0,322							
														22,150	6,197	12,519	-73,985	0,1479	0,299	-1,766								22,150	-0,680	1,162	11,781	-0,0162	0,028	0,281							
														22,200	6,729	8,545	-83,409	0,1607	0,204	-1,991								22,200	-0,608	1,712	9,739	-0,0145	0,041	0,233							
														22,250	7,051	4,178	-88,907	0,1683	0,100	-2,123								22,250	-0,509	2,136	6,440	-0,0122	0,051	0,154							
														22,300	7,147	-0,346	-89,850	0,1706	-0,008	-2,145								22,300	-0,394	2,356	2,199	-0,0094	0,056	0,052							
														22,350	7,017	-4,807	-86,708	0,1675	-0,115	-2,070								22,350	-0,273	2,356	-2,670	-0,0065	0,056	-0,064							
														22,400	6,666	-9,016	-80,268	0,1592	-0,215	-1,916								22,400	-0,159	2,089	-7,697	-0,0038	0,050	-0,184							
														22,450	6,115	-12,833	-71,157	0,1460	-0,306	-1,699								22,450	-0,064	1,587	-11,781	-0,0015	0,038	-0,281							
														22,500	5,383	-16,132	-59,376	0,1285	-0,385	-1,417								22,500	-1,804E-16	0,911	-14,608	-5,2042E-18	0,022	-0,349							
														22,550	4,502	-18,771	-45,239	0,1075	-0,448	-1,080								22,550	0,027	0,126	-15,394	6,3750E-4	0,003	-0,367							
														22,600	3,506	-20,656	-29,217	0,0837	-0,493	-0,697								22,600	0,013	-0,628	-14,137	3,0000E-4	-0,015	-0,337							
														22,650	2,436	-21,693	-11,938	0,0582	-0,518	-0,285								22,650	-0,036	-1,288	-12,252	-8,6250E-4	-0,031	-0,293							
														22,700	1,337	-21,850	5,341	0,0319	-0,522	0,127								22,700	-0,116	-1,854	-9,739	-0,0028	-0,044	-0,233							
														22,750	0,251	-21,159	22,148	0,0060	-0,505	0,529								22,750	-0,221	-2,262	-5,969	-0,0053	-0,054	-0,142							
														22,800	-0,779	-19,635	38,799	-0,0186	-0,469	0,926								22,800	-0,342	-2,450	-1,100	-0,0082	-0,058	-0,026							
														22,850	-1,712	-17,279	54,664	-0,0409	-0,412	1,305								22,850	-0,467	-2,372	4,241	-0,0111	-0,057	0,101							
														22,900	-2,507	-14,169	68,173	-0,0598	-0,338	1,627								22,900	-0,580	-2,026	9,425	-0,0138	-0,048	0,225							
														22,950	-3,129	-10,462	78,069	-0,0747	-0,250	1,864								22,950	-0,669	-1,429	13,666	-0,0160	-0,034	0,326							
														23,000	-3,553	-6,362	84,038	-0,0848	-0,152	2,006								23,000	-0,723	-0,660	15,394	-0,0173	-0,016	0,368							
														23,050	-3,765	-2,058	86,551	-0,0899	-0,049	2,066								23,050	-0,735	0,110	14,451	-0,0176	0,003	0,345							
														23,100	-3,759	2,293	85,608	-0,0897	0,055	2,044								23,100	-0,712	0,785	12,723	-0,0170	0,019	0,304							
														23,150	-3,536	6,503	81,681	-0,0844	0,155	1,950								23,150	-0,657	1,382	10,839	-0,0157	0,033	0,259							
														23,200	-3,109	10,462	75,712	-0,0742	0,250	1,808								23,200	-0,573	1,869	8,482	-0,0137	0,045	0,203							
														23,250	-2,490	14,074	66,602	-0,0594	0,336	1,590								23,250	-0,470	2,231	5,184	-0,0112	0,053	0,124							
														23,300	-1,701	17,122	54,350	-0,0406	0,409	1,297								23,300	-0,350	2,388	0,471	-0,0084	0,057	0,011							
														23,350	-0,778	19,509	40,369	-0,0186	0,466	0,964								23,350	-0,231	2,278	-4,712	-0,0055	0,054	-0,113							
														23,400	0,250	21,159	24,190	0,0060	0,505	0,578								23,400	-0,123	1,916		-0,0029	0,046								
														23,450	1,338	21,928	6,597	0,0320	0,524	0,158																					
														23,500	2,443	21,818	-11,153	0,0583	0,521	-0,266																					
														23,550	3,520	20,813	-29,060	0,0840	0,497	-0,694																					
														23,600	4,524	18,912		0,1080	0,451																						
