FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
				70,000	98,85	99,75	-0,90	-1,530	-11,310	106,029	-0,0365	-0,270	2,531	24,6	70,000	98,68	99,76	-1,08	-0,672	-19,282	-97,193	-0,0161	-0,460	-2,320	24,6
				70,020				-1,736	-8,796	139,408	-0,0414	-0,210	3,328		70,020				-1,079	-19,635	62,832	-0,0258	-0,469	1,500	
				70,040				-1,882	-5,733	155,116	-0,0449	-0,137	3,703		70,040				-1,458	-16,768	202,240	-0,0348	-0,400	4,828	
				70,050	99,10	99,75	-0,66								70,050	98,39	99,76	-1,37							
				70,060				-1,965	-2,592	161,007	-0,0469	-0,062	3,844		70,060				-1,750	-11,545	295,506	-0,0418	-0,276	7,055	
				70,080				-1,985	0,707	165,915	-0,0474	0,017	3,961		70,080				-1,920	-4,948	346,557	-0,0458	-0,118	8,273	
				70,100	99,44	99,75	-0,31	-1,937	4,045	161,007	-0,0462	0,097	3,844	24,6	70,100	99,21	99,77	-0,56	-1,948	2,317	357,356	-0,0465	0,055	8,531	24,6
				70,120				-1,824	7,147	144,317	-0,0435	0,171	3,445		70,120				-1,827	9,346	321,032	-0,0436	0,223	7,664	
				70,140				-1,651	9,817	118,792	-0,0394	0,234	2,836		70,140				-1,574	15,158	237,583	-0,0376	0,362	5,672	
				70,150	99,83	99,76	0,08								70,150	100,41	99,77	0,64							
				70,160				-1,431	11,899	83,449	-0,0342	0,284	1,992		70,160				-1,221	18,850	111,919	-0,0291	0,450	2,672	
				70,180				-1,175	13,155	40,252	-0,0280	0,314	0,961		70,180				-0,820	19,635	-38,288	-0,0196	0,469	-0,914	
				70,200	100,27	99,75	0,52	-0,905	13,509	-6,872	-0,0216	0,323	-0,164	24,6	70,200	101,31	99,76	1,55	-0,435	17,318	-190,459	-0,0104	0,413	-4,547	24,6
				70,220				-0,635	12,881	-56,941	-0,0151	0,308	-1,359		70,220				-0,127	12,017	-317,105	-0,0030	0,287	-7,570	
				70,240				-0,390	11,231	-104,065	-0,0093	0,268	-2,484		70,240				0,046	4,634	-388,772	0,0011	0,111	-9,281	
				70,250	100,45	99,75	0,70								70,250	99,85	99,76	0,09							
				70,260				-0,185	8,718	-145,299	-0,0044	0,208	-3,469		70,260				0,058	-3,534	-397,608	0,0014	-0,084	-9,492	
				70,280				-0,041	5,419	-175,733	-9,7500E-4	0,129	-4,195		70,280				-0,096	-11,270	-335,758	-0,0023	-0,269	-8,016	
				70,300	100,00	99,75	0,25	0,031	1,689	-191,441	7,5000E-4	0,040	-4,570	24,6	70,300	99,04	99,77	-0,73	-0,393	-16,965	-210,094	-0,0094	-0,405	-5,016	24,6
				70,320				0,027	-2,238	-195,368	6,3750E-4	-0,053	-4,664		70,320				-0,774	-19,674	-54,978	-0,0185	-0,470	-1,313	
				70,340				-0,058	-6,126	-183,587	-0,0014	-0,146	-4,383		70,340				-1,180	-19,164	100,138	-0,0282	-0,458	2,391	
				70,350	99,49	99,75	-0,26								70,350	98,27	99,76	-1,49							
				70,360				-0,218	-9,582	-150,208	-0,0052	-0,229	-3,586		70,360				-1,541	-15,669	230,711	-0,0368	-0,374	5,508	
				70,380				-0,441	-12,134	-100,138	-0,0105	-0,290	-2,391		70,380				-1,806	-9,935	313,178	-0,0431	-0,237	7,477	
				70,400	99,10	99,76	-0,65	-0,704	-13,587	-46,142	-0,0168	-0,324	-1,102	24,6	70,400	98,83	99,76	-0,93	-1,938	-3,142	349,502	-0,0463	-0,075	8,344	24,6
				70,420				-0,985	-13,980	8,836	-0,0235	-0,334	0,211		70,420				-1,932	4,045	351,466	-0,0461	0,097	8,391	
				70,440				-1,263	-13,234	61,850	-0,0301	-0,316	1,477		70,440				-1,777	10,917	305,324	-0,0424	0,261	7,289	
				70,450	98,84	99,76	-0,92								70,450	99,93	99,76	0,17							
				70,460				-1,514	-11,506	106,029	-0,0361	-0,275	2,531		70,460				-1,495	16,258	209,112	-0,0357	0,388	4,992	
				70,480				-1,723	-8,993	137,445	-0,0411	-0,215	3,281		70,480				-1,126	19,282	79,522	-0,0269	0,460	1,898	
				70,500	98,96	99,75	-0,79	-1,874	-6,008	155,116	-0,0447	-0,143	3,703	24,6	70,500	101,18	99,77	1,41	-0,724	19,439	-74,613	-0,0173	0,464	-1,781	24,6
				70,520				-1,963	-2,788	163,952	-0,0469	-0,067	3,914		70,520				-0,349	16,297	-228,747	-0,0083	0,389	-5,461	
				70,540				-1,985	0,550	165,915	-0,0474	0,013	3,961		70,540				-0,072	10,289	-338,703	-0,0017	0,246	-8,086	
				70,550	99,39	99,75	-0,36								70,550	100,38	99,76	0,61							
				70,560				-1,942	3,848	160,025	-0,0463	0,092	3,820		70,560				0,063	2,749	-394,663	0,0015	0,066	-9,422	
				70,580				-1,832	6,951	145,299	-0,0437	0,166	3,469		70,580				0,038	-5,498	-391,718	9,0000E-4	-0,131	-9,352	
				70,600	99,66	99,76	-0,10	-1,663	9,660	119,773	-0,0397	0,231	2,859	24,6	70,600	99,42	99,76	-0,34	-0,157	-12,920	-309,251	-0,0038	-0,308	-7,383	24,6
				70,620				-1,445	11,742	83,449	-0,0345	0,280	1,992		70,620				-0,479	-17,868	-170,824	-0,0114	-0,427	-4,078	
				70,640				-1,194	12,998	43,197	-0,0285	0,310	1,031		70,640				-0,872	-19,753	-17,671	-0,0208	-0,472	-0,422	
				70,650	100,22	99,75	0,47								70,650	98,32	99,77	-1,45							
				70,660				-0,925	13,470	-0,982	-0,0221	0,322	-0,023		70,660				-1,269	-18,575	131,554	-0,0303	-0,443	3,141	
				70,680				-0,655	12,959	-53,014	-0,0156	0,309	-1,266		70,680				-1,615	-14,491	254,273	-0,0386	-0,346	6,070	
				70,700	100,50	99,75	0,75	-0,407	11,349	-101,120	-0,0097	0,271	-2,414	24,6	70,700	98,53	99,77	-1,24	-1,849	-8,404	324,959	-0,0441	-0,201	7,758	24,6
				70,720				-0,201	8,914	-140,390	-0,0048	0,213	-3,352		70,720				-1,951	-1,492	351,466	-0,0466	-0,036	8,391	
				70,740				-0,050	5,733	-171,806	-0,0012	0,137	-4,102		70,740				-1,909	5,655	342,630	-0,0456	0,135	8,180	
				70,750	100,09	99,75	0,34								70,750	99,64	99,76	-0,13							
				70,760				0,028	2,042	-188,496	6,7500E-4	0,049	-4,500		70,760				-1,725	12,213	287,652	-0,0412	0,292	6,867	
				70,780				0,031	-1,806	-195,368	7,5000E-4	-0,043	-4,664		70,780				-1,420	17,161	183,587	-0,0339	0,410	4,383	
				70,800	99,62	99,75	-0,13	-0,044	-5,773	-186,532	-0,0010	-0,138	-4,453	24,6	70,800	100,69	99,76	0,92	-1,038	19,556	43,197	-0,0248	0,467	1,031	24,6
				70,820				-0,199	-9,268	-151,189	-0,0048	-0,221	-3,609		70,820				-0,638	18,889	-109,956	-0,0152	0,451	-2,625	
				70,840				-0,415	-11,820	-105,047	-0,0099	-0,282	-2,508		70,840				-0,283	15,158	-251,328	-0,0068	0,362	-6,000	
				70,850	99,17	99,75	-0,58								70,850	100,92	99,76	1,16							
				70,860				-0,672	-13,470	-54,978	-0,0160	-0,322	-1,313		70,860				-0,031	8,836	-354,411	-7,5000E-4	0,211	-8,461	
				70,880				-0,953	-14,019	1,963	-0,0228	-0,335	0,047		70,880				0,071	0,982	-400,553	0,0017	0,023	-9,562	
				70,900	98,89	99,76	-0,86	-1,233	-13,391	55,960	-0,0294	-0,320	1,336	24,6	70,900	99,65	99,76	-0,12	0,008	-7,186	-379,937	1,8750E-4	-0,172	-9,070	24,6
				70,920				-1,489	-11,781	102,102	-0,0355	-0,281	2,438		70,920				-0,217	-14,216	-286,671	-0,0052	-0,339	-6,844	
				70,940				-1,704	-9,307	137,445	-0,0407	-0,222	3,281		70,940				-0,561	-18,653	-141,372	-0,0134	-0,445	-3,375	
				70,950	98,92	99,75	-0,83								70,950	98,54	99,76	-1,22							
				70,960				-1,861	-6,283	155,116	-0,0444	-0,150	3,703		70,960				-0,963	-19,871	17,671	-0,0230	-0,474	0,422	
				70,980				-1,956	-3,102	161,988	-0,0467	-0,074	3,867		70,980				-1,356	-17,946	164,934	-0,0324	-0,428	3,937	
				71,000	99,34	99,75	-0,41	-1,985	0,196	167,879	-0,0474	0,005	4,008	24,6	71,000	98,50	99,76	-1,27	-1,681	-13,273	277,835	-0,0401	-0,317	6,633	24,6
				71,020				-1,948	3,613	163,952	-0,0465	0,086	3,914		71,020				-1,887	-6,833	337,721	-0,0450	-0,163	8,063	
				71,040				-1,841	6,754	146,281	-0,0439	0,161	3,492		71,040				-1,954	0,236	355,393	-0,0467	0,006	8,484	
				71,050	99,62	99,75	-0,14								71,050	99,36	99,76	-0,40							
				71,060				-1,678	9,464	122,719	-0,0400	0,226	2,930		71,060				-1,877	7,383	334,776	-0,0448	0,176	7,992	
				71,080				-1,462	11,663	89,339	-0,0349	0,278	2,133		71,080				-1,659	13,627	267,036	-0,0396	0,325	6,375	
				71,100	100,17	99,75	0,42	-1,211	13,038	45,160	-0,0289	0,311	1,078	24,6	71,100	100,63	99,76	0,87	-1,332	18,064	153,153	-0,0318	0,431	3,656	24,6
				71,120				-0,941	13,470	-1,963	-0,0225	0,322	-0,047		71,120				-0,936	19,753	4,909	-0,0224	0,472	0,117	
				71,140				-0,672	12,959	-50,069	-0,0160	0,309	-1,195		71,140				-0,542	18,261	-148,244	-0,0129	0,436	-3,539	
				71,150	100,49	99,75	0,73								71,150	101,24	99,76	1,48							
				71,160				-0,423	11,467	-97,193	-0,0101	0,274	-2,320		71,160				-0,206	13,823	-282,744	-0,0049	0,330	-6,750	
				71,180				-0,214	9,071	-137,445	-0,0051	0,217	-3,281		71,180				0,011	6,951	-374,046	2,6250E-4	0,166	-8,930	
				71,200	100,17	99,75	0,42	-0,060	5,969	-167,879	-0,0014	0,142	-4,008	24,6	71,200	99,70	99,76	-0,07	0,072	-1,139	-400,553	0,0017	-0,027	-9,562	24,6
				71,220				0,025	2,356	-187,514	6,0000E-4	0,056	-4,477		71,220				-0,035	-9,071	-359,320	-8,2500E-4	-0,217	-8,578	
				71,240				0,035	-1,532	-194,386	8,2500E-4	-0,037	-4,641		71,240				-0,291	-15,512	-254,273	-0,0069	-0,370	-6,070	
				71,250	99,68	99,75	-0,07								71,250	98,88	99,76	-0,89							
				71,260				-0,036	-5,419	-185,550	-8,6250E-4	-0,129	-4,430		71,260				-0,655	-19,242	-104,065	-0,0156	-0,459	-2,484	
				71,280				-0,182	-8,954	-157,080	-0,0043	-0,214	-3,750		71,280				-1,060	-19,674	54,978	-0,0253	-0,470	1,312	
				71,300	99,23	99,75	-0,52	-0,394	-11,702	-112,901	-0,0094	-0,279	-2,695	24,6	71,300	98,32	99,77	-1,45	-1,442	-17,043	195,368	-0,0344	-0,407	4,664	24,6
				71,320				-0,650	-13,470	-61,850	-0,0155	-0,322	-1,477		71,320				-1,742	-11,860	296,488	-0,0416	-0,283	7,078	
				71,340				-0,933	-14,176	-6,872	-0,0223	-0,338	-0,164		71,340				-1,916	-5,184	346,557	-0,0458	-0,124	8,273	
				71,350	98,91	99,75	-0,85								71,350	99,01	99,77	-0,76							
				71,360				-1,217	-13,744	48,106	-0,0291	-0,328	1,148		71,360				-1,949	2,003	355,393	-0,0465	0,048	8,484	
				71,380				-1,483	-12,252	101,120	-0,0354	-0,292	2,414		71,380				-1,836	9,032	322,995	-0,0438	0,216	7,711	
				71,400	98,84	99,75	-0,91	-1,707	-9,700	145,299	-0,0408	-0,232	3,469	24,6	71,400	100,11	99,76	0,35	-1,588	14,923	239,547	-0,0379	0,356	5,719	24,6
				71,420				-1,871	-6,440	171,806	-0,0447	-0,154	4,102		71,420				-1,239	18,614	116,828	-0,0296	0,444	2,789	
				71,440				-1,965	-2,827	187,514	-0,0469	-0,068	4,477		71,440				-0,844	19,596	-27,489	-0,0201	0,468	-0,656	
				71,450	99,17	99,75	-0,59								71,450	101,23	99,76	1,46							
				71,460				-1,984	1,060	197,331	-0,0474	0,025	4,711		71,460				-0,456	17,514	-180,642	-0,0109	0,418	-4,313	
				71,480				-1,923	5,066	193,404	-0,0459	0,121	4,617		71,480				-0,143	12,370	-309,251	-0,0034	0,295	-7,383	
				71,500	99,66	99,76	-0,10	-1,781	8,796	168,861	-0,0425	0,210	4,031	24,6	71,500	100,15	99,76	0,38	0,039	5,144	-383,864	9,3750E-4	0,123	-9,164	24,6
				71,520				-1,571	11,820	129,591	-0,0375	0,282	3,094		71,520				0,063	-2,985	-399,572	0,0015	-0,071	-9,539	
				71,540				-1,308	13,980	78,540	-0,0312	0,334	1,875		71,540				-0,080	-10,839	-343,612	-0,0019	-0,259	-8,203	
				71,550	100,22	99,75	0,47								71,550	99,27	99,77	-0,50							
				71,560				-1,012	14,962	13,744	-0,0241	0,357	0,328		71,560				-0,371	-16,729	-218,930	-0,0089	-0,399	-5,227	
				71,580				-0,710	14,530	-54,978	-0,0169	0,347	-1,313		71,580				-0,749	-19,596	-64,795	-0,0179	-0,468	-1,547	
				71,600	100,65	99,75	0,90	-0,430	12,763	-117,810	-0,0103	0,305	-2,813	24,6	71,600	98,31	99,76	-1,46	-1,155	-19,321	90,321	-0,0276	-0,461	2,156	24,6
				71,620				-0,199	9,817	-172,788	-0,0048	0,234	-4,125		71,620				-1,522	-15,983	224,820	-0,0363	-0,382	5,367	
				71,640				-0,038	5,851	-210,094	-9,0000E-4	0,140	-5,016		71,640				-1,794	-10,328	310,233	-0,0428	-0,247	7,406	
				71,650	100,16	99,75	0,41								71,650	98,65	99,76	-1,11							
				71,660				0,035	1,414	-225,802	8,2500E-4	0,034	-5,391		71,660				-1,935	-3,574	349,502	-0,0462	-0,085	8,344	
				71,680				0,019	-3,181	-226,784	4,5000E-4	-0,076	-5,414		71,680				-1,937	3,652	354,411	-0,0462	0,087	8,461	
				71,700	99,52	99,76	-0,24	-0,093	-7,658	-203,222	-0,0022	-0,183	-4,852	24,6	71,700	99,72	99,76	-0,04	-1,789	10,603	311,214	-0,0427	0,253	7,430	24,6
				71,720				-0,287	-11,310	-152,171	-0,0069	-0,270	-3,633		71,720				-1,513	16,101	215,003	-0,0361	0,384	5,133	
				71,740				-0,545	-13,744	-89,339	-0,0130	-0,328	-2,133		71,740				-1,145	19,203	83,449	-0,0273	0,458	1,992	
				71,750	99,05	99,76	-0,71								71,750	100,85	99,76	1,08							
				71,760				-0,837	-14,883	-23,562	-0,0200	-0,355	-0,563		71,760				-0,745	19,439	-66,759	-0,0178	0,464	-1,594	
				71,780				-1,140	-14,687	43,197	-0,0272	-0,351	1,031		71,780				-0,368	16,533	-219,912	-0,0088	0,395	-5,250	
				71,800	98,75	99,76	-1,00	-1,425	-13,155	104,065	-0,0340	-0,314	2,484	24,6	71,800	100,69	99,76	0,93	-0,083	10,642	-333,794	-0,0020	0,254	-7,969	24,6
				71,820				-1,667	-10,524	149,226	-0,0398	-0,251	3,563		71,820				0,058	3,181	-390,736	0,0014	0,076	-9,328	
				71,840				-1,846	-7,186	175,733	-0,0441	-0,172	4,195		71,840				0,044	-4,987	-392,699	0,0010	-0,119	-9,375	
				71,850	98,94	99,75	-0,81								71,850	99,55	99,76	-0,21							
				71,860				-1,954	-3,495	188,496	-0,0466	-0,083	4,500		71,860				-0,141	-12,527	-316,123	-0,0034	-0,299	-7,547	
				71,880				-1,985	0,353	195,368	-0,0474	0,008	4,664		71,880				-0,457	-17,632	-182,605	-0,0109	-0,421	-4,359	
				71,900	99,49	99,76	-0,27	-1,940	4,320	191,441	-0,0463	0,103	4,570	24,6	71,900	98,45	99,76	-1,31	-0,847	-19,831	-28,471	-0,0202	-0,473	-0,680	24,6
				71,920				-1,813	8,011	166,897	-0,0433	0,191	3,984		71,920				-1,250	-18,771	126,646	-0,0299	-0,448	3,023	
				71,940				-1,619	10,996	132,536	-0,0387	0,262	3,164		71,940				-1,598	-14,765	250,346	-0,0381	-0,353	5,977	
				71,950	99,83	99,76	0,08								71,950	98,39	99,76	-1,37							
				71,960				-1,373	13,313	88,357	-0,0328	0,318	2,109		71,960				-1,841	-8,757	322,995	-0,0440	-0,209	7,711	
				71,980				-1,087	14,530	29,452	-0,0259	0,347	0,703		71,980				-1,948	-1,846	353,429	-0,0465	-0,044	8,437	
				72,000	100,55	99,76	0,80	-0,792	14,491	-32,398	-0,0189	0,346	-0,773	24,6	72,000	99,51	99,76	-0,25	-1,915	5,380	348,521	-0,0457	0,128	8,320	24,6
				72,020				-0,507	13,234	-95,230	-0,0121	0,316	-2,273		72,020				-1,733	12,095	292,561	-0,0414	0,289	6,984	
				72,040				-0,262	10,681	-154,135	-0,0063	0,255	-3,680		72,040				-1,431	17,082	189,477	-0,0342	0,408	4,523	
				72,050	100,53	99,76	0,77								72,050	100,42	99,76	0,66							
				72,060				-0,080	7,069	-194,386	-0,0019	0,169	-4,641		72,060				-1,049	19,674	51,051	-0,0251	0,470	1,219	
				72,080				0,020	2,906	-217,948	4,8750E-4	0,069	-5,203		72,080				-0,644	19,124	-108,974	-0,0154	0,457	-2,602	
				72,100	99,74	99,76	-0,01	0,036	-1,649	-229,729	8,6250E-4	-0,039	-5,484	24,6	72,100	101,16	99,75	1,40	-0,284	15,315	-256,236	-0,0068	0,366	-6,117	24,6
				72,120				-0,046	-6,283	-215,003	-0,0011	-0,150	-5,133		72,120				-0,031	8,875	-358,338	-7,5000E-4	0,212	-8,555	
				72,140				-0,215	-10,249	-171,806	-0,0051	-0,245	-4,102		72,140				0,071	0,982	-402,517	0,0017	0,023	-9,609	
				72,150	99,37	99,76	-0,39								72,150	99,84	99,76	0,09							
				72,160				-0,456	-13,155	-110,938	-0,0109	-0,314	-2,648		72,160				0,008	-7,226	-379,937	1,8750E-4	-0,172	-9,070	
				72,180				-0,741	-14,687	-43,197	-0,0177	-0,351	-1,031		72,180				-0,218	-14,216	-284,707	-0,0052	-0,339	-6,797	
				72,200	98,85	99,75	-0,91	-1,043	-14,883	22,580	-0,0249	-0,355	0,539	24,6	72,200	98,70	99,76	-1,06	-0,561	-18,614	-140,390	-0,0134	-0,444	-3,352	24,6
				72,220				-1,337	-13,784	85,412	-0,0319	-0,329	2,039		72,220				-0,963	-19,831	18,653	-0,0230	-0,473	0,445	
				72,240				-1,594	-11,467	135,481	-0,0381	-0,274	3,234		72,240				-1,354	-17,868	163,952	-0,0323	-0,427	3,914	
				72,250	98,78	99,76	-0,98								72,250	98,27	99,76	-1,49							
				72,260				-1,795	-8,364	168,861	-0,0429	-0,200	4,031		72,260				-1,678	-13,273	273,908	-0,0401	-0,317	6,539	
				72,280				-1,929	-4,712	188,496	-0,0460	-0,112	4,500		72,280				-1,885	-6,912	335,758	-0,0450	-0,165	8,016	
				72,300	99,21	99,75	-0,55	-1,984	-0,825	193,404	-0,0474	-0,020	4,617	24,6	72,300	99,18	99,76	-0,59	-1,954	0,157	353,429	-0,0467	0,004	8,438	24,6
				72,320				-1,962	3,024	190,459	-0,0468	0,072	4,547		72,320				-1,879	7,226	333,794	-0,0449	0,172	7,969	
				72,340				-1,863	6,794	177,696	-0,0445	0,162	4,242		72,340				-1,665	13,509	268,017	-0,0398	0,322	6,398	
				72,350	99,59	99,75	-0,16								72,350	99,94	99,76	0,18							
				72,360				-1,690	10,132	147,262	-0,0403	0,242	3,516		72,360				-1,338	17,946	154,135	-0,0320	0,428	3,680	
				72,380				-1,458	12,684	102,102	-0,0348	0,303	2,437		72,380				-0,947	19,674	9,817	-0,0226	0,470	0,234	
				72,400	100,22	99,75	0,46	-1,183	14,216	48,106	-0,0282	0,339	1,148	24,6	72,400	101,30	99,76	1,54	-0,551	18,339	-143,335	-0,0132	0,438	-3,422	24,6
				72,420				-0,889	14,608	-11,781	-0,0212	0,349	-0,281		72,420				-0,214	13,941	-279,798	-0,0051	0,333	-6,680	
				72,440				-0,598	13,744	-74,613	-0,0143	0,328	-1,781		72,440				0,006	7,147	-370,119	1,5000E-4	0,171	-8,836	
				72,450	100,62	99,76	0,86								72,450	100,37	99,76	0,61							
				72,460				-0,339	11,624	-133,518	-0,0081	0,277	-3,187		72,460				0,072	-0,864	-401,535	0,0017	-0,021	-9,586	
				72,480				-0,134	8,404	-182,605	-0,0032	0,201	-4,359		72,480				-0,028	-8,914	-366,192	-6,7500E-4	-0,213	-8,742	
				72,500	100,16	99,76	0,41	-0,003	4,320	-213,039	-7,5000E-5	0,103	-5,086	24,6	72,500	99,09	99,76	-0,67	-0,284	-15,512	-257,218	-0,0068	-0,370	-6,141	24,6
				72,520				0,039	-0,118	-226,784	9,3750E-4	-0,003	-5,414		72,520				-0,649	-19,203	-104,065	-0,0155	-0,458	-2,484	
				72,540				-0,008	-4,752	-223,839	-1,8750E-4	-0,113	-5,344		72,540				-1,052	-19,674	53,014	-0,0251	-0,470	1,266	
				72,550	99,51	99,76	-0,24								72,550	98,31	99,76	-1,46							
				72,560				-0,151	-9,071	-188,496	-0,0036	-0,217	-4,500		72,560				-1,436	-17,082	193,404	-0,0343	-0,408	4,617	
				72,580				-0,371	-12,291	-133,518	-0,0088	-0,293	-3,188		72,580				-1,736	-11,938	292,561	-0,0414	-0,285	6,984	
				72,600	99,04	99,75	-0,71	-0,642	-14,412	-70,686	-0,0153	-0,344	-1,688	24,6	72,600	98,80	99,77	-0,97	-1,913	-5,380	343,612	-0,0457	-0,128	8,203	24,6
				72,620				-0,947	-15,119	2,945	-0,0226	-0,361	0,070		72,620				-1,951	1,806	353,429	-0,0466	0,043	8,438	
				72,640				-1,247	-14,294	68,722	-0,0298	-0,341	1,641		72,640				-1,841	8,757	321,032	-0,0440	0,209	7,664	
				72,650	98,75	99,75	-1,01								72,650	99,87	99,76	0,11							
				72,660				-1,519	-12,370	121,737	-0,0363	-0,295	2,906		72,660				-1,601	14,648	246,419	-0,0382	0,350	5,883	
				72,680				-1,742	-9,425	163,952	-0,0416	-0,225	3,914		72,680				-1,255	18,614	125,664	-0,0300	0,444	3,000	
				72,700	98,95	99,76	-0,81	-1,896	-5,812	184,569	-0,0453	-0,139	4,406	24,6	72,700	101,06	99,76	1,30	-0,856	19,674	-25,525	-0,0204	0,470	-0,609	24,6
				72,720				-1,974	-2,042	191,441	-0,0471	-0,049	4,570		72,720				-0,468	17,593	-176,715	-0,0112	0,420	-4,219	
				72,740				-1,978	1,846	194,386	-0,0472	0,044	4,641		72,740				-0,152	12,606	-304,342	-0,0036	0,301	-7,266	
				72,750	99,49	99,75	-0,26								72,750	100,47	99,76	0,71							
				72,760				-1,901	5,733	183,587	-0,0454	0,137	4,383		72,760				0,036	5,419	-382,882	8,6250E-4	0,129	-9,141	
				72,780				-1,748	9,189	156,098	-0,0417	0,219	3,727		72,780				0,064	-2,710	-398,590	0,0015	-0,065	-9,516	
				72,800	99,84	99,75	0,09	-1,533	11,977	114,865	-0,0366	0,286	2,742	24,6	72,800	99,48	99,76	-0,28	-0,072	-10,524	-346,557	-0,0017	-0,251	-8,273	24,6
				72,820				-1,269	13,784	63,814	-0,0303	0,329	1,523		72,820				-0,357	-16,572	-227,766	-0,0085	-0,396	-5,437	
				72,840				-0,982	14,530	8,836	-0,0234	0,347	0,211		72,840				-0,735	-19,635	-70,686	-0,0176	-0,469	-1,688	
				72,850	100,54	99,76	0,78								72,850	98,36	99,76	-1,41							
				72,860				-0,688	14,137	-53,996	-0,0164	0,338	-1,289		72,860				-1,142	-19,399	87,376	-0,0273	-0,463	2,086	
				72,880				-0,416	12,370	-115,846	-0,0099	0,295	-2,766		72,880				-1,511	-16,140	220,893	-0,0361	-0,385	5,273	
				72,900	100,52	99,76	0,76	-0,193	9,503	-165,915	-0,0046	0,227	-3,961	24,6	72,900	98,49	99,76	-1,27	-1,788	-10,564	309,251	-0,0427	-0,252	7,383	24,6
				72,920				-0,036	5,733	-203,222	-8,6250E-4	0,137	-4,852		72,920				-1,934	-3,770	350,484	-0,0462	-0,090	8,367	
				72,940				0,036	1,374	-223,839	8,6250E-4	0,033	-5,344		72,940				-1,938	3,456	353,429	-0,0463	0,083	8,438	
				72,950	99,74	99,76	-0,02								72,950	99,62	99,76	-0,14							
				72,960				0,019	-3,220	-225,802	4,5000E-4	-0,077	-5,391		72,960				-1,795	10,367	309,251	-0,0429	0,248	7,383	
				72,980				-0,093	-7,658	-203,222	-0,0022	-0,183	-4,852		72,980				-1,524	15,826	216,966	-0,0364	0,378	5,180	
				73,000	99,37	99,76	-0,39	-0,287	-11,349	-155,116	-0,0069	-0,271	-3,703	24,6	73,000	100,63	99,76	0,87	-1,162	19,046	91,303	-0,0278	0,455	2,180	24,6
				73,020				-0,547	-13,862	-90,321	-0,0130	-0,331	-2,156		73,020				-0,762	19,478	-59,887	-0,0182	0,465	-1,430	
				73,040				-0,842	-14,962	-22,580	-0,0201	-0,357	-0,539		73,040				-0,383	16,650	-212,058	-0,0092	0,397	-5,062	
				73,050	98,84	99,76	-0,92								73,050	100,98	99,76	1,21							
				73,060				-1,145	-14,765	43,197	-0,0273	-0,353	1,031		73,060				-0,096	10,996	-326,922	-0,0023	0,262	-7,805	
				73,080				-1,433	-13,234	106,029	-0,0342	-0,316	2,531		73,080				0,057	3,574	-390,736	0,0013	0,085	-9,328	
				73,100	98,77	99,76	-0,98	-1,674	-10,524	153,153	-0,0400	-0,251	3,656	24,6	73,100	99,70	99,76	-0,06	0,047	-4,634	-391,718	0,0011	-0,111	-9,352	24,6
				73,120				-1,854	-7,108	180,642	-0,0442	-0,170	4,312		73,120				-0,129	-12,095	-320,050	-0,0031	-0,289	-7,641	
				73,140				-1,959	-3,299	193,404	-0,0468	-0,079	4,617		73,140				-0,437	-17,436	-192,423	-0,0104	-0,416	-4,594	
				73,150	99,21	99,75	-0,54								73,150	98,58	99,76	-1,18							
				73,160				-1,985	0,628	196,350	-0,0474	0,015	4,687		73,160				-0,826	-19,792	-35,343	-0,0197	-0,473	-0,844	
				73,180				-1,934	4,555	190,459	-0,0462	0,109	4,547		73,180				-1,228	-18,850	117,810	-0,0293	-0,450	2,813	
				73,200	99,60	99,76	-0,16	-1,803	8,247	166,897	-0,0430	0,197	3,984	24,6	73,200	98,31	99,76	-1,45	-1,580	-15,080	242,492	-0,0377	-0,360	5,789	24,6
				73,220				-1,604	11,231	128,609	-0,0383	0,268	3,070		73,220				-1,832	-9,150	321,032	-0,0437	-0,218	7,664	
				73,240				-1,354	13,391	81,485	-0,0323	0,320	1,945		73,240				-1,946	-2,238	354,411	-0,0465	-0,053	8,461	
				73,250	100,24	99,75	0,48								73,250	99,32	99,76	-0,44							
				73,260				-1,068	14,491	24,544	-0,0255	0,346	0,586		73,260				-1,921	5,027	350,484	-0,0459	0,120	8,367	
				73,280				-0,774	14,373	-36,325	-0,0185	0,343	-0,867		73,280				-1,745	11,781	296,488	-0,0417	0,281	7,078	
