FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
				105,600	99,49	99,75	-0,27	-1,965	4,006	345,575	-0,0469	0,096	8,250	24,6	105,600	99,42	99,76	-0,34	-0,185	-13,548	-296,488	-0,0044	-0,323	-7,078	24,6	633,600	97,72	99,77	-2,05	-0,657	-8,812	-20,695	-0,0157	-0,210	-0,494	-20,6
				105,620				-1,811	10,760	300,415	-0,0432	0,257	7,172		105,620				-0,518	-18,221	-157,080	-0,0124	-0,435	-3,750		633,700	159,23	99,77	59,46	-1,923	1,783	80,896	-0,0459	0,043	1,931	-20,6
				105,640				-1,535	16,022	207,149	-0,0366	0,382	4,945		105,640				-0,914	-19,831	-1,963	-0,0218	-0,473	-0,047		633,800	128,33	99,77	28,56	-0,300	7,367	-50,266	-0,0072	0,176	-1,200	-20,6
				105,650	100,34	99,76	0,58								105,650	98,32	99,77	-1,45								633,900	97,92	99,77	-1,85	-0,449	-8,270	-37,228	-0,0107	-0,197	-0,889	-20,6
				105,660				-1,170	19,046	80,503	-0,0279	0,455	1,922		105,660				-1,312	-18,300	149,226	-0,0313	-0,437	3,562		634,000	160,22	99,78	60,44	-1,954	-0,079	83,606	-0,0466	-0,002	1,996	-20,6
				105,680				-0,773	19,242	-67,741	-0,0184	0,459	-1,617		105,680				-1,646	-13,862	266,054	-0,0393	-0,331	6,352		634,100	149,97	99,77	50,20	-0,465	8,451	-36,443	-0,0111	0,202	-0,870	-20,6
				105,700	101,14	99,75	1,39	-0,401	16,336	-214,021	-0,0096	0,390	-5,109	24,6	105,700	98,78	99,77	-0,98	-1,866	-7,658	327,904	-0,0446	-0,183	7,828	24,6	634,200	97,99	99,77	-1,78	-0,264	-7,367	-51,915	-0,0063	-0,176	-1,239	-20,6
				105,720				-0,119	10,681	-324,959	-0,0028	0,255	-7,758		105,720				-1,953	-0,746	351,466	-0,0466	-0,018	8,391		634,300	141,14	99,77	41,36	-1,938	-1,932	82,271	-0,0463	-0,046	1,964	-20,6
				105,740				0,027	3,338	-384,845	6,3750E-4	0,080	-9,187		105,740				-1,896	6,401	340,667	-0,0453	0,153	8,133		634,400	148,58	99,77	48,81	-0,650	9,087	-21,049	-0,0155	0,217	-0,503	-20,6
				105,750	99,91	99,75	0,15								105,750	99,64	99,77	-0,12								634,500	98,43	99,77	-1,33	-0,121	-6,142	-63,735	-0,0029	-0,147	-1,522	-20,6
				105,760				0,014	-4,712	-383,864	3,3750E-4	-0,113	-9,164		105,760				-1,696	12,881	280,780	-0,0405	0,308	6,703		634,600	142,35	99,77	42,58	-1,879	-3,660	77,244	-0,0448	-0,087	1,844	-20,6
				105,780				-0,162	-12,017	-314,160	-0,0039	-0,287	-7,500		105,780				-1,381	17,632	171,806	-0,0330	0,421	4,102		634,700	165,27	99,77	65,50	-0,853	9,307	-4,555	-0,0204	0,222	-0,109	-20,7
				105,800	98,79	99,75	-0,97	-0,467	-17,279	-190,459	-0,0111	-0,413	-4,547	24,6	105,800	101,11	99,76	1,34	-0,991	19,753	26,507	-0,0237	0,472	0,633	24,6	634,800	98,29	99,77	-1,47	-0,017	-4,571	-72,846	-4,1250E-4	-0,109	-1,739	-20,7
				105,820				-0,853	-19,635	-36,325	-0,0204	-0,469	-0,867		105,820				-0,591	18,692	-129,591	-0,0141	0,446	-3,094		634,900	122,16	99,77	22,39	-1,767	-5,262	68,055	-0,0422	-0,126	1,625	-20,7
				105,840				-1,252	-18,732	114,865	-0,0299	-0,447	2,742		105,840				-0,243	14,569	-269,981	-0,0058	0,348	-6,445		635,000	164,48	99,77	64,71	-1,070	9,040	12,606	-0,0255	0,216	0,301	-20,7
				105,850	98,28	99,75	-1,47								105,850	100,90	99,77	1,13								635,100	106,21	99,77	6,43	0,041	-2,741	-78,265	9,7500E-4	-0,065	-1,868	-20,7
				105,860				-1,602	-15,040	234,638	-0,0382	-0,359	5,602		105,860				-0,008	7,893	-366,192	-1,8750E-4	0,188	-8,742		635,200	123,22	99,77	23,46	-1,618	-6,613	55,606	-0,0386	-0,158	1,327	-20,7
				105,880				-1,854	-9,346	309,251	-0,0442	-0,223	7,383		105,880				0,072	-0,079	-401,535	0,0017	-0,002	-9,586		635,300	171,09	99,77	71,31	-1,282	8,380	29,295	-0,0306	0,200	0,699	-20,7
				105,900	99,06	99,75	-0,69	-1,976	-2,670	344,594	-0,0472	-0,064	8,227	24,6	105,900	99,46	99,76	-0,30	-0,011	-8,168	-371,101	-2,6250E-4	-0,195	-8,859	24,6	635,400	105,50	99,76	5,74	0,058	-0,754	-80,346	0,0014	-0,018	-1,918	-20,7
				105,920				-1,960	4,438	345,575	-0,0468	0,106	8,250		105,920				-0,254	-14,923	-268,999	-0,0061	-0,356	-6,422		635,500	107,82	99,77	8,05	-1,433	-7,689	40,448	-0,0342	-0,184	0,966	-20,7
				105,940				-1,799	11,153	296,488	-0,0429	0,266	7,078		105,940				-0,608	-18,928	-121,737	-0,0145	-0,452	-2,906		635,600	171,00	99,77	71,23	-1,480	7,336	45,082	-0,0353	0,175	1,076	-20,7
				105,950	99,81	99,76	0,05								105,950	98,53	99,77	-1,23								635,700	121,40	99,77	21,64	0,035	1,327	-78,893	8,2500E-4	0,032	-1,883	-20,7
				105,960				-1,514	16,297	200,277	-0,0361	0,389	4,781		105,960				-1,012	-19,792	36,325	-0,0242	-0,473	0,867		635,800	108,52	99,77	8,75	-1,214	-8,443	23,209	-0,0290	-0,202	0,554	-20,7
				105,980				-1,147	19,164	72,649	-0,0274	0,458	1,734		105,980				-1,400	-17,475	180,642	-0,0334	-0,417	4,313		635,900	170,86	99,77	71,09	-1,654	5,969	59,062	-0,0395	0,143	1,410	-20,7
				106,000	101,20	99,75	1,45	-0,748	19,203	-75,595	-0,0178	0,458	-1,805	24,6	106,000	98,50	99,76	-1,26	-1,711	-12,566	284,707	-0,0408	-0,300	6,797	24,6	636,000	120,44	99,77	20,67	-0,020	3,369	-74,181	-4,8750E-4	0,080	-1,771	-20,7
				106,020				-0,379	16,140	-223,839	-0,0090	0,385	-5,344		106,020				-1,902	-6,087	340,667	-0,0454	-0,145	8,133		636,100	109,21	99,77	9,44	-0,980	-8,867	4,869	-0,0234	-0,212	0,116	-20,8
				106,040				-0,102	10,249	-335,758	-0,0024	0,245	-8,016		106,040				-1,954	1,060	355,393	-0,0467	0,025	8,484		636,200	165,73	99,77	65,96	-1,794	4,343	70,450	-0,0428	0,104	1,682	-20,8
				106,050	100,53	99,76	0,78								106,050	99,38	99,76	-0,38								636,300	119,34	99,77	19,57	-0,112	5,223	-66,288	-0,0027	0,125	-1,582	-20,8
				106,060				0,031	2,710	-389,754	7,5000E-4	0,065	-9,305		106,060				-1,860	8,129	327,904	-0,0444	0,194	7,828		636,400	99,86	99,77	0,09	-0,749	-8,914	-13,234	-0,0179	-0,213	-0,316	-20,8
				106,080				0,006	-5,341	-384,845	1,5000E-4	-0,128	-9,188		106,080				-1,629	14,176	255,255	-0,0389	0,338	6,094		636,500	166,52	99,78	66,74	-1,894	2,576	78,540	-0,0452	0,062	1,875	-20,8
				106,100	99,24	99,75	-0,51	-0,182	-12,684	-307,287	-0,0043	-0,303	-7,336	24,6	106,100	100,64	99,77	0,87	-1,293	18,339	139,408	-0,0309	0,438	3,328	24,6	636,600	139,99	99,77	40,22	-0,234	6,794	-55,685	-0,0056	0,162	-1,329	-20,8
				106,120				-0,501	-17,632	-172,788	-0,0120	-0,421	-4,125		106,120				-0,895	19,753	-9,817	-0,0214	0,472	-0,234		636,700	100,26	99,76	0,50	-0,536	-8,561	-30,277	-0,0128	-0,204	-0,723	-20,8
				106,140				-0,888	-19,596	-22,580	-0,0212	-0,468	-0,539		106,140				-0,503	17,946	-163,952	-0,0120	0,428	-3,914		636,800	150,70	99,77	50,93	-1,946	0,738	82,899	-0,0465	0,018	1,979	-20,8
				106,150	98,44	99,75	-1,31								106,150	101,24	99,76	1,48								636,900	138,64	99,77	38,87	-0,388	8,019	-42,765	-0,0093	0,191	-1,021	-20,8
				106,160				-1,285	-18,535	123,700	-0,0307	-0,442	2,953		106,160				-0,178	13,195	-294,525	-0,0042	0,315	-7,031		637,000	97,35	99,77	-2,42	-0,342	-7,815	-45,710	-0,0082	-0,187	-1,091	-20,8
				106,180				-1,629	-14,648	243,474	-0,0389	-0,350	5,812		106,180				0,025	6,165	-380,918	6,0000E-4	0,147	-9,094		637,100	151,74	99,77	51,96	-1,951	-1,123	83,409	-0,0466	-0,027	1,991	-20,8
				106,200	98,66	99,75	-1,10	-1,871	-8,796	316,123	-0,0447	-0,210	7,547	24,6	106,200	99,68	99,76	-0,08	0,069	-2,042	-402,517	0,0016	-0,049	-9,609	24,6	637,200	158,68	99,77	58,91	-0,567	8,867	-27,960	-0,0135	0,212	-0,667	-20,8
				106,220				-1,981	-2,003	345,575	-0,0473	-0,048	8,250		106,220				-0,057	-9,935	-352,448	-0,0014	-0,237	-8,414		637,300	97,35	99,77	-2,42	-0,178	-6,715	-59,062	-0,0042	-0,160	-1,410	-20,8
				106,240				-1,951	5,027	338,703	-0,0466	0,120	8,086		106,240				-0,328	-16,140	-238,565	-0,0078	-0,385	-5,695		637,400	131,21	99,77	31,44	-1,910	-2,945	79,914	-0,0456	-0,070	1,908	-20,9
				106,250	99,53	99,75	-0,22								106,250	98,86	99,76	-0,90								637,500	157,74	99,77	57,97	-0,767	9,268	-11,663	-0,0183	0,221	-0,278	-20,9
				106,260				-1,780	11,545	287,652	-0,0425	0,276	6,867		106,260				-0,702	-19,478	-85,412	-0,0168	-0,465	-2,039		637,600	101,52	99,76	1,75	-0,057	-5,278	-69,272	-0,0013	-0,126	-1,654	-20,9
				106,280				-1,489	16,533	192,423	-0,0355	0,395	4,594		106,280				-1,107	-19,556	72,649	-0,0264	-0,467	1,734		637,700	132,46	99,77	32,69	-1,822	-4,587	72,453	-0,0435	-0,109	1,730	-20,9
				106,300	100,79	99,75	1,04	-1,118	19,242	62,832	-0,0267	0,459	1,500	24,6	106,300	98,32	99,76	-1,44	-1,484	-16,572	212,058	-0,0354	-0,396	5,063	24,6	637,800	169,66	99,77	69,89	-0,974	9,213	5,027	-0,0232	0,220	0,120	-20,9
				106,320				-0,719	19,046	-88,357	-0,0172	0,455	-2,109		106,320				-1,770	-11,074	306,306	-0,0423	-0,264	7,312		637,900	100,99	99,77	1,22	0,020	-3,581	-76,184	4,8750E-4	-0,086	-1,819	-20,9
				106,340				-0,357	15,708	-231,693	-0,0085	0,375	-5,531		106,340				-1,927	-4,320	347,539	-0,0460	-0,103	8,297		638,000	133,79	99,77	34,02	-1,690	-6,024	61,575	-0,0403	-0,144	1,470	-20,9
				106,350	101,09	99,75	1,34								106,350	99,02	99,76	-0,74								638,100	169,15	99,78	69,38	-1,184	8,734	21,716	-0,0283	0,208	0,518	-20,9
				106,360				-0,091	9,778	-337,721	-0,0022	0,233	-8,063		106,360				-1,943	2,827	352,448	-0,0464	0,068	8,414		638,200	100,53	99,77	0,76	0,057	-1,681	-79,875	0,0014	-0,040	-1,907	-20,9
				106,380				0,035	2,199	-391,718	8,2500E-4	0,052	-9,352		106,380				-1,814	9,778	317,105	-0,0433	0,233	7,570		638,300	115,20	99,77	15,43	-1,521	-7,241	47,713	-0,0363	-0,173	1,139	-20,9
				106,400	99,56	99,75	-0,19	-0,003	-5,890	-381,900	-7,5000E-5	-0,141	-9,117	24,6	106,400	100,13	99,76	0,37	-1,552	15,512	228,747	-0,0371	0,370	5,461	24,6	638,400	168,60	99,77	68,83	-1,392	7,862	37,974	-0,0332	0,188	0,907	-20,9
				106,420				-0,201	-13,077	-300,415	-0,0048	-0,312	-7,172		106,420				-1,194	18,928	100,138	-0,0285	0,452	2,391		638,500	111,77	99,77	12,00	0,052	0,353	-79,954	0,0012	0,008	-1,909	-20,9
				106,440				-0,526	-17,907	-164,934	-0,0126	-0,428	-3,938		106,440				-0,795	19,517	-48,106	-0,0190	0,466	-1,148		638,600	116,14	99,77	16,37	-1,321	-8,129	31,494	-0,0315	-0,194	0,752	-20,9
				106,450	98,72	99,75	-1,03								106,450	101,21	99,76	1,45								638,700	169,77	99,77	70,00	-1,574	6,652	52,543	-0,0376	0,159	1,254	-20,9
				106,460				-0,917	-19,674	-12,763	-0,0219	-0,470	-0,305		106,460				-0,413	17,004	-198,313	-0,0099	0,406	-4,734		638,800	110,91	99,77	11,14	0,009	2,380	-76,773	2,2500E-4	0,057	-1,833	-21,0
				106,480				-1,313	-18,418	134,500	-0,0313	-0,440	3,211		106,480				-0,115	11,585	-319,068	-0,0027	0,277	-7,617		638,900	103,54	99,77	3,77	-1,098	-8,702	13,941	-0,0262	-0,208	0,333	-21,0
				106,500	98,38	99,75	-1,36	-1,654	-14,294	255,255	-0,0395	-0,341	6,094	24,6	106,500	100,12	99,76	0,36	0,050	4,241	-387,791	0,0012	0,101	-9,258	24,6	639,000	170,17	99,78	70,40	-1,731	5,168	65,188	-0,0413	0,123	1,556	-21,0
				106,520				-1,885	-8,207	321,032	-0,0450	-0,196	7,664		106,520				0,055	-3,927	-396,626	0,0013	-0,094	-9,469		639,100	129,61	99,77	29,84	-0,064	4,335	-70,411	-0,0015	0,103	-1,681	-21,0
				106,540				-1,982	-1,453	342,630	-0,0473	-0,035	8,180		106,540				-0,107	-11,624	-331,831	-0,0026	-0,277	-7,922		639,200	104,12	99,77	4,34	-0,864	-8,914	-4,320	-0,0206	-0,213	-0,103	-21,0
				106,550	99,14	99,75	-0,62								106,550	99,25	99,76	-0,51								639,300	159,31	99,78	59,54	-1,847	3,471	74,770	-0,0441	0,083	1,785	-21,0
				106,560				-1,943	5,498	335,758	-0,0464	0,131	8,016		106,560				-0,410	-17,200	-203,222	-0,0098	-0,411	-4,852		639,400	128,25	99,77	28,48	-0,170	6,040	-61,261	-0,0040	0,144	-1,463	-21,0
				106,580				-1,762	11,977	283,725	-0,0421	0,286	6,773		106,580				-0,795	-19,753	-48,106	-0,0190	-0,472	-1,148		639,500	97,87	99,77	-1,90	-0,639	-8,781	-21,834	-0,0153	-0,210	-0,521	-21,0
				106,600	100,25	99,75	0,50	-1,464	16,847	182,605	-0,0349	0,402	4,359	24,6	106,600	98,29	99,76	-1,48	-1,200	-19,124	107,011	-0,0287	-0,457	2,555	24,6	639,600	160,47	99,77	60,70	-1,926	1,673	81,132	-0,0460	0,040	1,937	-21,0
				106,620				-1,089	19,282	49,087	-0,0260	0,460	1,172		106,620				-1,560	-15,472	238,565	-0,0372	-0,369	5,695		639,700	149,46	99,77	49,69	-0,305	7,446	-49,637	-0,0073	0,178	-1,185	-21,0
				106,640				-0,693	18,810	-97,193	-0,0165	0,449	-2,320		106,640				-1,819	-9,582	320,050	-0,0434	-0,229	7,641		639,800	97,97	99,77	-1,80	-0,437	-8,255	-38,092	-0,0104	-0,197	-0,909	-21,0
				106,650	101,24	99,75	1,49								106,650	98,66	99,77	-1,11								639,900	141,29	99,77	41,52	-1,956	-0,173	83,566	-0,0467	-0,004	1,995	-21,0
				106,660				-0,336	15,394	-238,565	-0,0080	0,368	-5,695		106,660				-1,943	-2,670	352,448	-0,0464	-0,064	8,414		640,000	147,88	99,77	48,11	-0,471	8,459	-35,853	-0,0112	0,202	-0,856	-21,0
				106,680				-0,077	9,268	-342,630	-0,0018	0,221	-8,180		106,680				-1,926	4,516	349,502	-0,0460	0,108	8,344		640,100	98,26	99,76	-1,51	-0,264	-7,343	-52,190	-0,0063	-0,175	-1,246	-21,0
				106,700	100,00	99,75	0,25	0,035	1,689	-388,772	8,2500E-4	0,040	-9,281	24,6	106,700	99,72	99,77	-0,04	-1,762	11,310	300,415	-0,0421	0,270	7,172	24,6	640,200	142,66	99,77	42,89	-1,940	-1,979	82,310	-0,0463	-0,047	1,965	-21,1
				106,720				-0,009	-6,283	-378,955	-2,2500E-4	-0,150	-9,047		106,720				-1,473	16,533	201,258	-0,0352	0,395	4,805		640,300	146,89	99,77	47,11	-0,660	9,118	-20,460	-0,0157	0,218	-0,488	-21,1
				106,740				-0,217	-13,470	-296,488	-0,0052	-0,322	-7,078		106,740				-1,101	19,360	67,741	-0,0263	0,462	1,617		640,400	98,09	99,77	-1,68	-0,116	-6,071	-64,285	-0,0028	-0,145	-1,535	-21,1
				106,750	99,18	99,75	-0,57								106,750	100,85	99,76	1,09								640,500	143,92	99,77	44,15	-1,874	-3,738	76,891	-0,0447	-0,089	1,836	-21,1
				106,760				-0,548	-18,143	-158,061	-0,0131	-0,433	-3,773		106,760				-0,699	19,242	-84,430	-0,0167	0,459	-2,016		640,600	164,30	99,77	64,52	-0,864	9,307	-3,809	-0,0206	0,222	-0,091	-21,1
				106,780				-0,942	-19,792	-2,945	-0,0225	-0,473	-0,070		106,780				-0,331	15,983	-233,656	-0,0079	0,382	-5,578		640,700	98,00	99,77	-1,76	-0,013	-4,500	-73,121	-3,0000E-4	-0,107	-1,746	-21,1
				106,800	98,30	99,75	-1,45	-1,340	-18,261	147,262	-0,0320	-0,436	3,516	24,6	106,800	100,69	99,76	0,93	-0,060	9,896	-342,630	-0,0014	0,236	-8,180	24,6	640,800	123,72	99,77	23,95	-1,764	-5,317	67,623	-0,0421	-0,127	1,614	-21,1
				106,820				-1,673	-13,902	262,127	-0,0399	-0,332	6,258		106,820				0,064	2,278	-392,699	0,0015	0,054	-9,375		640,900	163,52	99,77	63,75	-1,076	9,024	13,195	-0,0257	0,215	0,315	-21,1
				106,840				-1,896	-7,775	322,995	-0,0453	-0,186	7,711		106,840				0,031	-5,812	-386,809	7,5000E-4	-0,139	-9,234		641,000	105,24	99,77	5,47	0,041	-2,678	-78,304	9,7500E-4	-0,064	-1,869	-21,1
				106,850	99,01	99,75	-0,74								106,850	99,55	99,77	-0,22								641,100	124,77	99,77	25,00	-1,612	-6,637	55,096	-0,0385	-0,158	1,315	-21,1
				106,860				-1,984	-0,982	345,575	-0,0474	-0,023	8,250		106,860				-0,168	-13,195	-306,306	-0,0040	-0,315	-7,313		641,200	170,85	99,77	71,08	-1,286	8,341	29,806	-0,0307	0,199	0,712	-21,1
				106,880				-1,935	6,048	336,740	-0,0462	0,144	8,039		106,880				-0,496	-18,064	-165,915	-0,0119	-0,431	-3,961		641,300	104,59	99,77	4,82	0,057	-0,675	-80,307	0,0014	-0,016	-1,917	-21,1
				106,900	99,75	99,75	0,00	-1,742	12,488	276,853	-0,0416	0,298	6,609	24,6	106,900	98,45	99,77	-1,32	-0,891	-19,831	-9,817	-0,0213	-0,473	-0,234	24,6	641,400	108,71	99,77	8,94	-1,422	-7,720	39,780	-0,0339	-0,184	0,950	-21,1
				106,920				-1,436	17,122	172,788	-0,0343	0,409	4,125		106,920				-1,290	-18,457	140,390	-0,0308	-0,441	3,352		641,500	170,78	99,77	71,01	-1,488	7,281	45,553	-0,0355	0,174	1,088	-21,1
				106,940				-1,057	19,399	38,288	-0,0252	0,463	0,914		106,940				-1,629	-14,216	260,163	-0,0389	-0,339	6,211		641,600	119,61	99,77	19,84	0,035	1,390	-78,736	8,2500E-4	0,033	-1,880	-21,1
				106,950	101,17	99,75	1,42								106,950	98,40	99,77	-1,37								641,700	109,62	99,77	9,85	-1,210	-8,467	22,698	-0,0289	-0,202	0,542	-21,2
				106,960				-0,660	18,653	-111,919	-0,0157	0,445	-2,672		106,960				-1,858	-8,050	327,904	-0,0444	-0,192	7,828		641,800	166,06	99,78	66,28	-1,659	5,930	59,376	-0,0396	0,142	1,417	-21,2
				106,980				-0,311	14,923	-248,382	-0,0074	0,356	-5,930		106,980				-1,951	-1,100	353,429	-0,0466	-0,026	8,437		641,900	118,77	99,77	19,00	-0,024	3,409	-73,985	-5,6250E-4	0,081	-1,766	-21,2
				107,000	100,64	99,75	0,89	-0,063	8,718	-345,575	-0,0015	0,208	-8,250	24,6	107,000	99,52	99,77	-0,24	-1,902	6,087	343,612	-0,0454	0,145	8,203	24,6	642,000	99,98	99,77	0,21	-0,977	-8,867	4,516	-0,0233	-0,212	0,108	-21,2
				107,020				0,038	1,100	-389,754	9,0000E-4	0,026	-9,305		107,020				-1,707	12,645	283,725	-0,0408	0,302	6,773		642,100	166,67	99,78	66,90	-1,797	4,312	70,529	-0,0429	0,103	1,684	-21,2
				107,040				-0,019	-6,872	-375,028	-4,5000E-4	-0,164	-8,953		107,040				-1,396	17,436	176,715	-0,0333	0,416	4,219		642,200	117,61	99,77	17,84	-0,115	5,239	-66,052	-0,0027	0,125	-1,577	-21,2
				107,050	99,30	99,75	-0,45								107,050	100,42	99,76	0,66								642,300	100,27	99,77	0,51	-0,749	-8,899	-13,391	-0,0179	-0,212	-0,320	-21,2
				107,060				-0,237	-13,902	-285,689	-0,0057	-0,332	-6,820		107,060				-1,010	19,714	34,361	-0,0241	0,471	0,820		642,400	167,14	99,77	67,36	-1,894	2,560	78,501	-0,0452	0,061	1,874	-21,2
				107,080				-0,575	-18,300	-146,281	-0,0137	-0,437	-3,492		107,080				-0,608	18,810	-123,700	-0,0145	0,449	-2,953		642,500	137,96	99,77	38,19	-0,237	6,802	-55,528	-0,0057	0,162	-1,326	-21,2
				107,100	98,45	99,75	-1,30	-0,969	-19,753	6,872	-0,0231	-0,472	0,164	24,6	107,100	101,13	99,76	1,37	-0,258	14,765	-264,090	-0,0062	0,353	-6,305	24,6	642,600	100,63	99,77	0,86	-0,534	-8,545	-30,277	-0,0127	-0,204	-0,723	-21,2
				107,120				-1,365	-18,025	156,098	-0,0326	-0,430	3,727		107,120				-0,017	8,247	-360,302	-4,1250E-4	0,197	-8,602		642,700	152,37	99,77	52,59	-1,946	0,746	82,820	-0,0465	0,018	1,977	-21,2
				107,140				-1,690	-13,509	266,054	-0,0403	-0,322	6,352		107,140				0,072	0,353	-400,553	0,0017	0,008	-9,563		642,800	136,54	99,77	36,77	-0,385	8,019	-42,883	-0,0092	0,191	-1,024	-21,2
				107,150	98,60	99,75	-1,15								107,150	99,84	99,76	0,08								642,900	97,27	99,77	-2,50	-0,342	-7,830	-45,710	-0,0082	-0,187	-1,091	-21,2
				107,160				-1,905	-7,383	324,959	-0,0455	-0,176	7,758		107,160				-0,003	-7,775	-373,064	-7,5000E-5	-0,186	-8,906		643,000	153,52	99,77	53,75	-1,951	-1,123	83,370	-0,0466	-0,027	1,990	-21,2
				107,180				-1,985	-0,511	348,521	-0,0474	-0,012	8,320		107,180				-0,239	-14,569	-273,908	-0,0057	-0,348	-6,539		643,100	156,84	99,77	57,07	-0,567	8,844	-27,960	-0,0135	0,211	-0,667	-21,3
				107,200	99,49	99,75	-0,26	-1,926	6,558	335,758	-0,0460	0,157	8,016	24,6	107,200	98,71	99,76	-1,05	-0,586	-18,732	-131,554	-0,0140	-0,447	-3,141	24,6	643,200	97,32	99,77	-2,45	-0,182	-6,715	-58,826	-0,0043	-0,160	-1,404	-21,3
				107,220				-1,723	12,920	271,944	-0,0411	0,308	6,492		107,220				-0,988	-19,831	26,507	-0,0236	-0,473	0,633		643,300	133,07	99,77	33,29	-1,910	-2,922	79,836	-0,0456	-0,070	1,906	-21,3
				107,240				-1,409	17,436	163,952	-0,0336	0,416	3,914		107,240				-1,379	-17,671	173,769	-0,0329	-0,422	4,148		643,400	155,84	99,77	56,07	-0,767	9,252	-11,860	-0,0183	0,221	-0,283	-21,3
				107,250	100,74	99,76	0,98								107,250	98,38	99,77	-1,39								643,500	100,56	99,77	0,79	-0,060	-5,294	-69,076	-0,0014	-0,126	-1,649	-21,3
				107,260				-1,026	19,478	26,507	-0,0245	0,465	0,633		107,260				-1,695	-12,881	279,798	-0,0405	-0,308	6,680		643,600	134,29	99,77	34,52	-1,825	-4,563	72,610	-0,0436	-0,109	1,733	-21,3
				107,280				-0,630	18,496	-122,719	-0,0150	0,442	-2,930		107,280				-1,894	-6,480	338,703	-0,0452	-0,155	8,086		643,700	168,78	99,77	69,00	-0,972	9,228	4,791	-0,0232	0,220	0,114	-21,3
				107,300	101,14	99,75	1,38	-0,286	14,569	-259,182	-0,0068	0,348	-6,188	24,6	107,300	99,17	99,77	-0,60	-1,954	0,668	355,393	-0,0467	0,016	8,484	24,6	643,800	100,14	99,77	0,37	0,020	-3,605	-76,223	4,8750E-4	-0,086	-1,820	-21,3
				107,320				-0,047	8,129	-353,429	-0,0011	0,194	-8,438		107,320				-1,868	7,736	330,849	-0,0446	0,185	7,898		643,900	115,70	99,77	15,92	-1,693	-6,016	61,772	-0,0404	-0,144	1,475	-21,3
				107,340				0,039	0,432	-390,736	9,3750E-4	0,010	-9,328		107,340				-1,645	13,902	262,127	-0,0393	0,332	6,258		644,000	168,29	99,78	68,51	-1,183	8,749	21,638	-0,0282	0,209	0,517	-21,3
				107,350	99,60	99,75	-0,16								107,350	100,34	99,76	0,58								644,100	111,30	99,77	11,53	0,057	-1,689	-79,836	0,0014	-0,040	-1,906	-21,3
				107,360				-0,030	-7,501	-368,156	-7,1250E-4	-0,179	-8,789		107,360				-1,312	18,221	146,281	-0,0313	0,435	3,492		644,200	116,75	99,77	16,98	-1,521	-7,218	47,713	-0,0363	-0,172	1,139	-21,3
				107,380				-0,261	-14,294	-273,908	-0,0062	-0,341	-6,539		107,380				-0,916	19,753	-0,982	-0,0219	0,472	-0,023		644,300	167,84	99,77	68,07	-1,387	7,854	37,856	-0,0331	0,187	0,904	-21,3
				107,400	98,79	99,76	-0,97	-0,602	-18,457	-134,500	-0,0144	-0,441	-3,211	24,6	107,400	101,31	99,76	1,55	-0,522	18,182	-155,116	-0,0125	0,434	-3,703	24,6	644,400	110,45	99,77	10,68	0,050	0,353	-79,954	0,0012	0,008	-1,909	-21,3
				107,420				-0,999	-19,674	17,671	-0,0238	-0,470	0,422		107,420				-0,188	13,548	-292,561	-0,0045	0,323	-6,984		644,500	117,55	99,77	17,78	-1,316	-8,137	31,377	-0,0314	-0,194	0,749	-21,3
				107,440				-1,389	-17,750	162,970	-0,0331	-0,424	3,891		107,440				0,020	6,480	-380,918	4,8750E-4	0,155	-9,094		644,600	170,29	99,77	70,51	-1,577	6,629	52,700	-0,0376	0,158	1,258	-21,4
				107,450	98,35	99,75	-1,40								107,450	99,91	99,77	0,15								644,700	109,45	99,77	9,68	0,009	2,403	-76,694	2,2500E-4	0,057	-1,831	-21,4
